filename,n_atoms,energy,atom_index,element,x,y,z
38.xyz,20,-1545.768123,3,Au,0.0,0.0,-4.4408012
38.xyz,20,-1545.768123,4,Au,0.0,0.0,4.4408012
38.xyz,20,-1545.768123,5,Au,-4.38338161,0.0,0.0
38.xyz,20,-1545.768123,6,Au,4.38338161,-0.0,0.0
38.xyz,20,-1545.768123,7,Au,0.0,-4.38338161,-0.0
38.xyz,20,-1545.768123,8,Au,-0.0,4.38338161,-0.0
38.xyz,20,-1545.768123,9,Au,1.8378831,0.0,0.0
38.xyz,20,-1545.768123,10,Au,-1.8378831,-0.0,-0.0
38.xyz,20,-1545.768123,11,Au,0.0,1.83788311,-0.0
38.xyz,20,-1545.768123,12,Au,-0.0,-1.83788311,0.0
38.xyz,20,-1545.768123,13,Au,2.50591208,2.50591208,0.0
38.xyz,20,-1545.768123,14,Au,-2.50591208,-2.50591208,-0.0
38.xyz,20,-1545.768123,15,Au,-2.50591208,2.50591208,-0.0
38.xyz,20,-1545.768123,16,Au,2.50591208,-2.50591208,0.0
38.xyz,20,-1545.768123,17,Au,4.31916663,4.31916664,-0.0
38.xyz,20,-1545.768123,18,Au,-4.31916663,-4.31916664,-0.0
38.xyz,20,-1545.768123,19,Au,-4.31916663,4.31916664,-0.0
38.xyz,20,-1545.768123,20,Au,4.31916663,-4.31916664,-0.0
893.xyz,20,-1552.314965,1,Au,-3.59987449,0.0,-0.25421855
893.xyz,20,-1552.314965,2,Au,-1.065844,0.0,-1.32082799
893.xyz,20,-1552.314965,3,Au,1.47933071,-0.0,-1.85458575
893.xyz,20,-1552.314965,4,Au,-1.36919145,0.0,1.35550426
893.xyz,20,-1552.314965,5,Au,0.50936443,-1.44413882,0.21334059
893.xyz,20,-1552.314965,6,Au,0.50936444,1.4441388,0.21334059
893.xyz,20,-1552.314965,7,Au,3.10761404,1.30696356,-0.26648481
893.xyz,20,-1552.314965,8,Au,3.10761403,-1.30696355,-0.2664848
893.xyz,20,-1552.314965,9,Au,2.11776931,-1.30020648,2.30840855
893.xyz,20,-1552.314965,10,Au,2.11776931,1.30020649,2.30840855
893.xyz,20,-1552.314965,11,Au,2.08208206,3.46495584,0.85224164
893.xyz,20,-1552.314965,12,Au,2.08208206,-3.46495584,0.85224163
893.xyz,20,-1552.314965,13,Au,-3.53396451,-1.32168987,1.98711019
893.xyz,20,-1552.314965,14,Au,-3.53396451,1.32168987,1.98711019
893.xyz,20,-1552.314965,15,Au,-2.0682502,2.13747539,-0.07599239
893.xyz,20,-1552.314965,16,Au,-2.0682502,-2.13747539,-0.07599239
893.xyz,20,-1552.314965,17,Au,3.09518546,-3.60773913,-1.56613657
893.xyz,20,-1552.314965,18,Au,3.09518547,3.60773914,-1.56613658
893.xyz,20,-1552.314965,19,Au,-3.03201097,1.3272989,-2.41542318
893.xyz,20,-1552.314965,20,Au,-3.03201097,-1.3272989,-2.41542318
887.xyz,20,-1552.954069,1,Au,0.48341594,0.0,0.3231873
887.xyz,20,-1552.954069,2,Au,2.50833459,-0.0,-1.36967898
887.xyz,20,-1552.954069,3,Au,2.89470836,0.0,1.29838069
887.xyz,20,-1552.954069,4,Au,-1.78031778,-0.0,-0.91936382
887.xyz,20,-1552.954069,5,Au,-4.13110458,-0.0,-1.97163122
887.xyz,20,-1552.954069,6,Au,-1.8566105,-0.0,-3.53847171
887.xyz,20,-1552.954069,7,Au,-1.76251769,0.0,1.82401888
887.xyz,20,-1552.954069,8,Au,0.81539139,-0.0,2.98682804
887.xyz,20,-1552.954069,9,Au,2.20596832,-1.30554325,-3.63932689
887.xyz,20,-1552.954069,10,Au,2.20596831,1.30554325,-3.63932689
887.xyz,20,-1552.954069,11,Au,-3.68205393,-1.31006474,0.30162378
887.xyz,20,-1552.954069,12,Au,-3.68205393,1.31006474,0.30162378
887.xyz,20,-1552.954069,13,Au,1.35910171,2.14125843,1.56294572
887.xyz,20,-1552.954069,14,Au,1.35910171,-2.14125843,1.56294572
887.xyz,20,-1552.954069,15,Au,-1.00954382,2.18892824,0.33124875
887.xyz,20,-1552.954069,16,Au,-1.00954383,-2.18892824,0.33124876
887.xyz,20,-1552.954069,17,Au,-2.61636467,2.43407103,2.38605395
887.xyz,20,-1552.954069,18,Au,-2.61636467,-2.43407103,2.38605395
887.xyz,20,-1552.954069,19,Au,0.14672163,-1.33141554,-2.06080074
887.xyz,20,-1552.954069,20,Au,0.14672163,1.33141553,-2.06080074
139.xyz,20,-1552.557847,1,Au,3.82591248,3.98503236,0.00081142
139.xyz,20,-1552.557847,2,Au,-3.8259123,-3.98503207,0.00081166
139.xyz,20,-1552.557847,3,Au,-3.82590941,3.98470602,-0.00080644
139.xyz,20,-1552.557847,4,Au,3.82590997,-3.98470658,-0.00080664
139.xyz,20,-1552.557847,5,Au,2.23926613,0.00144118,2.03394993
139.xyz,20,-1552.557847,6,Au,-2.23926732,-0.0014419,2.03395007
139.xyz,20,-1552.557847,7,Au,-0.00084925,1.32105323,2.12750936
139.xyz,20,-1552.557847,8,Au,0.00085052,-1.32105393,2.12750893
139.xyz,20,-1552.557847,9,Au,-2.23939748,0.00134888,-2.03372105
139.xyz,20,-1552.557847,10,Au,2.23939763,-0.00134961,-2.0337209
139.xyz,20,-1552.557847,11,Au,0.0007211,1.32111057,-2.12756823
139.xyz,20,-1552.557847,12,Au,-0.00072259,-1.32111147,-2.1275678
139.xyz,20,-1552.557847,13,Au,2.17194993,2.50562211,-1.32557633
139.xyz,20,-1552.557847,14,Au,-2.17194872,-2.50562055,-1.32557704
139.xyz,20,-1552.557847,15,Au,-2.16944255,2.50909428,-1.32856819
139.xyz,20,-1552.557847,16,Au,2.16944265,-2.50909423,-1.32856827
139.xyz,20,-1552.557847,17,Au,-2.17192268,2.50533392,1.32543065
139.xyz,20,-1552.557847,18,Au,2.17192167,-2.50533291,1.32543152
139.xyz,20,-1552.557847,19,Au,2.16941459,2.50934798,1.32853858
139.xyz,20,-1552.557847,20,Au,-2.16941438,-2.50934729,1.32853874
111.xyz,20,-1555.687918,1,Au,-0.9560908,0.83794786,0.09107918
111.xyz,20,-1555.687918,2,Au,0.93853621,-0.99835635,-0.01518582
111.xyz,20,-1555.687918,3,Au,-1.90726031,-1.809227,0.02962987
111.xyz,20,-1555.687918,4,Au,1.9293867,1.78200834,-0.04296806
111.xyz,20,-1555.687918,5,Au,-0.98655323,-0.81701085,-2.21494633
111.xyz,20,-1555.687918,6,Au,0.98174789,0.92180733,-2.31232665
111.xyz,20,-1555.687918,7,Au,1.50168088,-1.65149953,-2.64212861
111.xyz,20,-1555.687918,8,Au,-1.53733096,1.7885182,-2.35368937
111.xyz,20,-1555.687918,9,Au,0.92433336,0.91073736,2.21679865
111.xyz,20,-1555.687918,10,Au,-0.93858764,-0.93552907,2.28661802
111.xyz,20,-1555.687918,11,Au,1.59108404,-1.64784214,2.59586752
111.xyz,20,-1555.687918,12,Au,-1.61863271,1.64357653,2.52836037
111.xyz,20,-1555.687918,13,Au,3.20732323,-0.10854877,1.29623229
111.xyz,20,-1555.687918,14,Au,-3.29878843,-0.02635407,1.44359032
111.xyz,20,-1555.687918,15,Au,-0.04833293,3.14381352,1.10625453
111.xyz,20,-1555.687918,16,Au,0.01604168,-3.22494103,1.25445192
111.xyz,20,-1555.687918,17,Au,-3.20999392,0.21009799,-1.15127012
111.xyz,20,-1555.687918,18,Au,3.20040607,-0.20621278,-1.3050308
111.xyz,20,-1555.687918,19,Au,0.32820377,3.37756313,-1.46604843
111.xyz,20,-1555.687918,20,Au,-0.11717289,-3.19054866,-1.34528847
677.xyz,20,-1550.245202,1,Au,-0.39402564,-0.0,5.08723475
677.xyz,20,-1550.245202,2,Au,0.39402564,0.0,-5.08723475
677.xyz,20,-1550.245202,3,Au,-2.12996558,0.0,-1.38815414
677.xyz,20,-1550.245202,4,Au,2.12996558,0.0,1.38815414
677.xyz,20,-1550.245202,5,Au,2.60500041,0.0,-3.72566192
677.xyz,20,-1550.245202,6,Au,-2.60500041,0.0,3.72566192
677.xyz,20,-1550.245202,7,Au,4.15512693,-0.0,5.37611457
677.xyz,20,-1550.245202,8,Au,-4.15512693,-0.0,-5.37611457
677.xyz,20,-1550.245202,9,Au,-0.18679578,0.0,2.49424412
677.xyz,20,-1550.245202,10,Au,0.18679578,-0.0,-2.49424412
677.xyz,20,-1550.245202,11,Au,1.9465066,0.0,4.00279649
677.xyz,20,-1550.245202,12,Au,-1.9465066,0.0,-4.00279649
677.xyz,20,-1550.245202,13,Au,-4.27893385,-0.0,-2.79844449
677.xyz,20,-1550.245202,14,Au,4.27893385,0.0,2.79844449
677.xyz,20,-1550.245202,15,Au,-2.378927,-0.0,1.15194918
677.xyz,20,-1550.245202,16,Au,2.378927,-0.0,-1.15194918
677.xyz,20,-1550.245202,17,Au,-0.0,1.27965804,0.0
677.xyz,20,-1550.245202,18,Au,-0.0,-1.27965804,0.0
677.xyz,20,-1550.245202,19,Au,0.0,-3.86680369,0.0
677.xyz,20,-1550.245202,20,Au,0.0,3.86680369,0.0
663.xyz,20,-1552.234793,1,Au,0.20349722,-8e-08,-1.25179131
663.xyz,20,-1552.234793,2,Au,0.22043224,-4.36e-06,1.45319261
663.xyz,20,-1552.234793,3,Au,2.53401514,-2e-08,2.68773785
663.xyz,20,-1552.234793,4,Au,-2.12042942,-2e-08,-2.6210575
663.xyz,20,-1552.234793,5,Au,4.67935811,5e-08,4.16049143
663.xyz,20,-1552.234793,6,Au,-4.24735223,2e-08,-4.15465743
663.xyz,20,-1552.234793,7,Au,0.30587164,-0.0,-3.86989425
663.xyz,20,-1552.234793,8,Au,0.08685854,-3.52e-06,4.0695329
663.xyz,20,-1552.234793,9,Au,2.54261525,1e-08,-2.53538117
663.xyz,20,-1552.234793,10,Au,-2.12811595,-1e-08,2.66167681
663.xyz,20,-1552.234793,11,Au,2.50955743,4e-08,0.06237155
663.xyz,20,-1552.234793,12,Au,-2.11762486,-1.3e-07,0.04546967
663.xyz,20,-1552.234793,13,Au,2.35127271,2e-08,5.31236624
663.xyz,20,-1552.234793,14,Au,-1.88637001,-1e-08,-5.23715796
663.xyz,20,-1552.234793,15,Au,-0.58415479,-2.18451306,0.26707657
663.xyz,20,-1552.234793,16,Au,-0.58416628,2.18451547,0.26706902
663.xyz,20,-1552.234793,17,Au,-2.6326362,-2.20838136,-1.30592291
663.xyz,20,-1552.234793,18,Au,1.74999651,-2.16305745,1.41090053
663.xyz,20,-1552.234793,19,Au,1.75000719,2.16306278,1.41089933
663.xyz,20,-1552.234793,20,Au,-2.63263223,2.20838163,-1.30592
105.xyz,20,-1551.619445,1,Au,-7.23015984,7e-08,-0.0
105.xyz,20,-1551.619445,2,Au,7.23015984,-7e-08,0.0
105.xyz,20,-1551.619445,3,Au,4.75e-06,-6.74448622,0.0
105.xyz,20,-1551.619445,4,Au,-4.76e-06,6.74448622,-0.0
105.xyz,20,-1551.619445,5,Au,-1.30990152,-1.16e-06,-0.0
105.xyz,20,-1551.619445,6,Au,1.30990152,1.16e-06,-0.0
105.xyz,20,-1551.619445,7,Au,1.85e-06,-2.22239373,0.0
105.xyz,20,-1551.619445,8,Au,-1.85e-06,2.22239373,0.0
105.xyz,20,-1551.619445,9,Au,-2.59735042,-2.26797709,0.0
105.xyz,20,-1551.619445,10,Au,2.59735042,2.26797709,0.0
105.xyz,20,-1551.619445,11,Au,2.59735358,-2.26797358,0.0
105.xyz,20,-1551.619445,12,Au,-2.59735358,2.26797358,0.0
105.xyz,20,-1551.619445,13,Au,-4.98986912,-1.30549569,-0.0
105.xyz,20,-1551.619445,14,Au,4.98986913,1.30549569,0.0
105.xyz,20,-1551.619445,15,Au,1.30293277,-4.50181237,0.0
105.xyz,20,-1551.619445,16,Au,-1.30293277,4.50181237,0.0
105.xyz,20,-1551.619445,17,Au,4.98988144,-1.30551607,-0.0
105.xyz,20,-1551.619445,18,Au,-4.98988144,1.30551607,0.0
105.xyz,20,-1551.619445,19,Au,-1.30292665,-4.50181415,-0.0
105.xyz,20,-1551.619445,20,Au,1.30292665,4.50181415,0.0
662.xyz,20,-1553.844198,1,Au,-5.70371905,-0.0,-0.75860546
662.xyz,20,-1553.844198,2,Au,5.70371905,0.0,0.75860546
662.xyz,20,-1553.844198,3,Au,-0.00703573,0.0,4.67954807
662.xyz,20,-1553.844198,4,Au,0.00703573,-0.0,-4.67954807
662.xyz,20,-1553.844198,5,Au,5.00730071,-0.0,3.26199553
662.xyz,20,-1553.844198,6,Au,-5.00730071,-0.0,-3.26199553
662.xyz,20,-1553.844198,7,Au,2.52005719,-0.0,4.03841939
662.xyz,20,-1553.844198,8,Au,-2.52005719,-0.0,-4.03841939
662.xyz,20,-1553.844198,9,Au,3.13197648,-0.0,1.45314541
662.xyz,20,-1553.844198,10,Au,-3.13197648,0.0,-1.45314541
662.xyz,20,-1553.844198,11,Au,1.2652165,-0.0,-0.35134321
662.xyz,20,-1553.844198,12,Au,-1.2652165,0.0,0.35134321
662.xyz,20,-1553.844198,13,Au,-3.81526691,0.0,1.05851958
662.xyz,20,-1553.844198,14,Au,3.81526691,-0.0,-1.05851958
662.xyz,20,-1553.844198,15,Au,-4.47400265,-0.0,3.55964212
662.xyz,20,-1553.844198,16,Au,4.47400265,0.0,-3.55964212
662.xyz,20,-1553.844198,17,Au,-1.9345522,0.0,2.91511325
662.xyz,20,-1553.844198,18,Au,1.9345522,0.0,-2.91511325
662.xyz,20,-1553.844198,19,Au,0.62160277,0.0,2.16160808
662.xyz,20,-1553.844198,20,Au,-0.62160277,0.0,-2.16160808
104.xyz,20,-1550.422329,1,Au,-1.80583888,-0.0,-0.0
104.xyz,20,-1550.422329,2,Au,1.80583888,0.0,0.0
104.xyz,20,-1550.422329,3,Au,-0.0,-1.80583888,-0.0
104.xyz,20,-1550.422329,4,Au,0.0,1.80583888,-0.0
104.xyz,20,-1550.422329,5,Au,4.38374371,0.0,-0.0
104.xyz,20,-1550.422329,6,Au,-4.38374371,0.0,0.0
104.xyz,20,-1550.422329,7,Au,-0.0,4.38374371,-0.0
104.xyz,20,-1550.422329,8,Au,-0.0,-4.38374371,0.0
104.xyz,20,-1550.422329,9,Au,2.50872431,2.50872431,0.0
104.xyz,20,-1550.422329,10,Au,-2.50872431,-2.50872431,0.0
104.xyz,20,-1550.422329,11,Au,-2.50872431,2.50872431,0.0
104.xyz,20,-1550.422329,12,Au,2.50872431,-2.50872431,-0.0
104.xyz,20,-1550.422329,13,Au,-2.48930594,-5.11087044,-0.0
104.xyz,20,-1550.422329,14,Au,2.48930594,5.11087044,0.0
104.xyz,20,-1550.422329,15,Au,5.11087044,-2.48930594,0.0
104.xyz,20,-1550.422329,16,Au,-5.11087044,2.48930594,-0.0
104.xyz,20,-1550.422329,17,Au,2.48930594,-5.11087044,0.0
104.xyz,20,-1550.422329,18,Au,-2.48930594,5.11087044,0.0
104.xyz,20,-1550.422329,19,Au,-5.11087044,-2.48930594,-0.0
104.xyz,20,-1550.422329,20,Au,5.11087044,2.48930594,-0.0
110.xyz,20,-1549.161931,1,Au,3.8206574,4e-08,2.746e-05
110.xyz,20,-1549.161931,2,Au,-3.82065857,1e-08,1.132e-05
110.xyz,20,-1549.161931,3,Au,4e-08,3.82065546,2.276e-05
110.xyz,20,-1549.161931,4,Au,1e-08,-3.82065944,-3.95e-06
110.xyz,20,-1549.161931,5,Au,-1.83920095,3.68e-06,1.72562504
110.xyz,20,-1549.161931,6,Au,1.83919627,3.59e-06,1.72562458
110.xyz,20,-1549.161931,7,Au,2.18e-06,-1.83919823,1.72562556
110.xyz,20,-1549.161931,8,Au,2.09e-06,1.83918971,1.72562422
110.xyz,20,-1549.161931,9,Au,1.8391986,-2.68e-06,-1.7256255
110.xyz,20,-1549.161931,10,Au,-1.83919503,-2.59e-06,-1.72562588
110.xyz,20,-1549.161931,11,Au,-1.6e-06,-1.83919372,-1.7256256
110.xyz,20,-1549.161931,12,Au,-1.69e-06,1.83919895,-1.72562439
110.xyz,20,-1549.161931,13,Au,-4.30189553,1.1e-07,2.52728345
110.xyz,20,-1549.161931,14,Au,4.30189647,1.3e-07,2.52727539
110.xyz,20,-1549.161931,15,Au,7e-08,-4.30190005,2.52729152
110.xyz,20,-1549.161931,16,Au,9e-08,4.30190319,2.52727875
110.xyz,20,-1549.161931,17,Au,4.30190017,-2e-08,-2.52730184
110.xyz,20,-1549.161931,18,Au,-4.30189998,-4e-08,-2.52729404
110.xyz,20,-1549.161931,19,Au,-2e-08,-4.30189951,-2.52728768
110.xyz,20,-1549.161931,20,Au,0.0,4.3019014,-2.52730117
676.xyz,20,-1550.101748,1,Au,-2.41539974,-0.0,4.22907406
676.xyz,20,-1550.101748,2,Au,2.41539709,0.0,-4.22907062
676.xyz,20,-1550.101748,3,Au,3.19205129,-0.0,-0.20864309
676.xyz,20,-1550.101748,4,Au,-3.19204739,0.0,0.20864361
676.xyz,20,-1550.101748,5,Au,2.70742719,0.0,4.38032839
676.xyz,20,-1550.101748,6,Au,-2.70743039,-0.0,-4.38032538
676.xyz,20,-1550.101748,7,Au,4.1131869,-0.0,2.23943166
676.xyz,20,-1550.101748,8,Au,-4.11318419,-0.0,-2.2394383
676.xyz,20,-1550.101748,9,Au,-1.5028358,-0.0,-1.8892426
676.xyz,20,-1550.101748,10,Au,1.50283494,0.0,1.88925085
676.xyz,20,-1550.101748,11,Au,0.15145026,-0.0,4.13442342
676.xyz,20,-1550.101748,12,Au,-0.15144141,0.0,-4.13442239
676.xyz,20,-1550.101748,13,Au,1.23535031,0.0,-1.91166925
676.xyz,20,-1550.101748,14,Au,-1.235352,0.0,1.91165538
676.xyz,20,-1550.101748,15,Au,5.76393249,-0.0,0.27899616
676.xyz,20,-1550.101748,16,Au,-5.763934,-0.0,-0.27899336
676.xyz,20,-1550.101748,17,Au,4.7e-07,3.89166097,6.1e-07
676.xyz,20,-1550.101748,18,Au,4.7e-07,-3.89166097,6.1e-07
676.xyz,20,-1550.101748,19,Au,-3.23e-06,1.30858687,1.2e-07
676.xyz,20,-1550.101748,20,Au,-3.23e-06,-1.30858687,1.2e-07
886.xyz,20,-1553.69394,1,Au,-1.36586852,0.0,-3.77956237
886.xyz,20,-1553.69394,2,Au,3.13960603,-0.0,-1.05328274
886.xyz,20,-1553.69394,3,Au,0.83561213,0.0,2.98607995
886.xyz,20,-1553.69394,4,Au,-3.67485321,-0.0,0.27981522
886.xyz,20,-1553.69394,5,Au,0.86274282,-0.0,-2.343277
886.xyz,20,-1553.69394,6,Au,0.79128092,-0.0,0.31614691
886.xyz,20,-1553.69394,7,Au,3.08802333,-0.0,1.62556168
886.xyz,20,-1553.69394,8,Au,-1.51555546,-0.0,1.81403093
886.xyz,20,-1553.69394,9,Au,-3.62840432,0.0,-2.40306275
886.xyz,20,-1553.69394,10,Au,-1.40983592,-0.0,-1.06421399
886.xyz,20,-1553.69394,11,Au,0.09691418,2.29505935,-1.04102036
886.xyz,20,-1553.69394,12,Au,0.09691418,-2.29505935,-1.04102036
886.xyz,20,-1553.69394,13,Au,-2.14100525,2.13554864,0.36101644
886.xyz,20,-1553.69394,14,Au,-2.14100525,-2.13554864,0.36101644
886.xyz,20,-1553.69394,15,Au,0.09307067,2.21972389,1.76131632
886.xyz,20,-1553.69394,16,Au,0.09307067,-2.21972389,1.76131632
886.xyz,20,-1553.69394,17,Au,0.99456455,4.29973137,0.44847895
886.xyz,20,-1553.69394,18,Au,0.99456455,-4.29973137,0.44847895
886.xyz,20,-1553.69394,19,Au,2.39508193,2.13161843,0.28109074
886.xyz,20,-1553.69394,20,Au,2.39508194,-2.13161843,0.28109074
138.xyz,20,-1551.688837,1,Au,-1.43146834,-1.431446,-4.59e-06
138.xyz,20,-1551.688837,2,Au,1.43146046,1.43145516,9.9e-07
138.xyz,20,-1551.688837,3,Au,1.43145364,-1.43147366,3.05e-06
138.xyz,20,-1551.688837,4,Au,-1.43146436,1.43146327,-1.14e-06
138.xyz,20,-1551.688837,5,Au,2.84266888,1.584e-05,-1.70763073
138.xyz,20,-1551.688837,6,Au,-2.8426643,-1.188e-05,-1.70762612
138.xyz,20,-1551.688837,7,Au,-2.964e-05,2.84266761,-1.70762938
138.xyz,20,-1551.688837,8,Au,6.115e-05,-2.84266618,-1.70763038
138.xyz,20,-1551.688837,9,Au,-2.84266385,8.08e-06,1.7076282
138.xyz,20,-1551.688837,10,Au,2.84266685,-4.26e-06,1.70762937
138.xyz,20,-1551.688837,11,Au,1.97e-06,2.842668,1.70762958
138.xyz,20,-1551.688837,12,Au,7.352e-05,-2.84266494,1.70763109
138.xyz,20,-1551.688837,13,Au,-2.5199175,-2.5198865,2.20456803
138.xyz,20,-1551.688837,14,Au,2.51988696,2.51988995,2.20456098
138.xyz,20,-1551.688837,15,Au,2.5198582,-2.5198955,2.20454855
138.xyz,20,-1551.688837,16,Au,-2.51989569,2.51988561,2.2045543
138.xyz,20,-1551.688837,17,Au,2.51986395,-2.5199041,-2.20455104
138.xyz,20,-1551.688837,18,Au,-2.51987975,2.51989876,-2.2045533
138.xyz,20,-1551.688837,19,Au,-2.51991388,-2.51987939,-2.20456513
138.xyz,20,-1551.688837,20,Au,2.51990174,2.51988013,-2.20456235
892.xyz,20,-1553.621115,1,Au,0.62248716,-1.679e-05,-4.54636685
892.xyz,20,-1553.621115,2,Au,2.61986182,2.628e-05,0.96136705
892.xyz,20,-1553.621115,3,Au,0.39750525,1.197e-05,2.52723464
892.xyz,20,-1553.621115,4,Au,-3.80591295,-4.86e-06,0.56430861
892.xyz,20,-1553.621115,5,Au,-2.14400088,1.31882178,-0.96879167
892.xyz,20,-1553.621115,6,Au,-2.14400547,-1.3188289,-0.96878675
892.xyz,20,-1553.621115,7,Au,-0.68429889,-3.47283217,-0.89683637
892.xyz,20,-1553.621115,8,Au,-0.68429064,3.47284969,-0.89685739
892.xyz,20,-1553.621115,9,Au,0.41483774,1.36666206,0.21114888
892.xyz,20,-1553.621115,10,Au,0.41482641,-1.36664725,0.21112367
892.xyz,20,-1553.621115,11,Au,1.92379173,2.16735163,2.26309631
892.xyz,20,-1553.621115,12,Au,1.92383347,-2.16736332,2.26312116
892.xyz,20,-1553.621115,13,Au,-0.27011913,3.48111804,1.69446751
892.xyz,20,-1553.621115,14,Au,-0.27014326,-3.48114998,1.69445271
892.xyz,20,-1553.621115,15,Au,-1.81213345,-1.3165858,1.70679207
892.xyz,20,-1553.621115,16,Au,-1.81211873,1.31659414,1.70679869
892.xyz,20,-1553.621115,17,Au,2.55436275,-1.30762053,-1.35700609
892.xyz,20,-1553.621115,18,Au,2.55436187,1.3076121,-1.35700222
892.xyz,20,-1553.621115,19,Au,0.10058813,-1.38772221,-2.40615354
892.xyz,20,-1553.621115,20,Au,0.10056711,1.38772414,-2.40611042
39.xyz,20,-1550.21064,1,Au,0.0,-0.0,1.28427564
39.xyz,20,-1550.21064,2,Au,0.0,-0.0,-1.28427564
39.xyz,20,-1550.21064,3,Au,-0.0,-0.0,-3.93343025
39.xyz,20,-1550.21064,4,Au,0.0,-0.0,3.93343023
39.xyz,20,-1550.21064,5,Au,-2.27617736,-2.506e-05,-0.0
39.xyz,20,-1550.21064,6,Au,2.27617736,2.506e-05,-0.0
39.xyz,20,-1550.21064,7,Au,-2.008e-05,-2.25103835,-1e-08
39.xyz,20,-1550.21064,8,Au,2.008e-05,2.25103835,-1e-08
39.xyz,20,-1550.21064,9,Au,4.86531487,6e-06,1e-08
39.xyz,20,-1550.21064,10,Au,-4.86531487,-6e-06,1e-08
39.xyz,20,-1550.21064,11,Au,7.21e-06,4.81019239,3e-08
39.xyz,20,-1550.21064,12,Au,-7.21e-06,-4.81019239,3e-08
39.xyz,20,-1550.21064,13,Au,-2.25053398,8.462e-05,-2.64199468
39.xyz,20,-1550.21064,14,Au,2.25053398,-8.462e-05,-2.64199468
39.xyz,20,-1550.21064,15,Au,8.328e-05,-2.24762769,-2.59429906
39.xyz,20,-1550.21064,16,Au,-8.328e-05,2.24762769,-2.59429906
39.xyz,20,-1550.21064,17,Au,2.25053399,-8.462e-05,2.64199468
39.xyz,20,-1550.21064,18,Au,-2.25053399,8.462e-05,2.64199468
39.xyz,20,-1550.21064,19,Au,8.328e-05,-2.24762771,2.59429905
39.xyz,20,-1550.21064,20,Au,-8.328e-05,2.24762771,2.59429905
879.xyz,20,-1552.043035,1,Au,-0.42339682,-0.0,-2.60857873
879.xyz,20,-1552.043035,2,Au,-0.81500848,0.0,2.82012695
879.xyz,20,-1552.043035,3,Au,-2.99681956,0.0,1.24239515
879.xyz,20,-1552.043035,4,Au,1.52947713,0.0,1.55527369
879.xyz,20,-1552.043035,5,Au,1.72549297,-0.0,-1.04469246
879.xyz,20,-1552.043035,6,Au,-4.99756524,-0.0,-2.8118541
879.xyz,20,-1552.043035,7,Au,-5.34829106,0.0,2.36530319
879.xyz,20,-1552.043035,8,Au,-2.83905445,0.0,-1.34207232
879.xyz,20,-1552.043035,9,Au,-2.65649724,-0.0,-3.95029654
879.xyz,20,-1552.043035,10,Au,3.95438728,0.0,0.43400906
879.xyz,20,-1552.043035,11,Au,1.41706584,-0.0,4.17189302
879.xyz,20,-1552.043035,12,Au,-3.20527918,0.0,3.84682256
879.xyz,20,-1552.043035,13,Au,-0.65008643,0.0,0.09603773
879.xyz,20,-1552.043035,14,Au,1.98105238,-0.0,-3.65457508
879.xyz,20,-1552.043035,15,Au,4.11952513,0.0,-2.17443289
879.xyz,20,-1552.043035,16,Au,3.74983883,-0.0,3.03803613
879.xyz,20,-1552.043035,17,Au,2.45223807,-2.14839178,0.22470754
879.xyz,20,-1552.043035,18,Au,2.45223807,2.14839178,0.22470754
879.xyz,20,-1552.043035,19,Au,0.27534137,-2.14826233,-1.2164052
879.xyz,20,-1552.043035,20,Au,0.27534137,2.14826233,-1.2164052
845.xyz,20,-1552.316722,1,Au,-0.00036791,0.00026747,-2.27417227
845.xyz,20,-1552.316722,2,Au,-0.00036791,0.00026747,2.27417227
845.xyz,20,-1552.316722,3,Au,2.45523969,-1.91719149,-0.0
845.xyz,20,-1552.316722,4,Au,0.43282736,3.08409966,0.0
845.xyz,20,-1552.316722,5,Au,-2.88718529,-1.1672392,0.0
845.xyz,20,-1552.316722,6,Au,-2.15973495,3.32831381,0.0
845.xyz,20,-1552.316722,7,Au,-1.80209185,-3.53451293,-0.0
845.xyz,20,-1552.316722,8,Au,3.9622228,0.20633531,-0.0
845.xyz,20,-1552.316722,9,Au,-3.75222975,1.28900955,0.0
845.xyz,20,-1552.316722,10,Au,0.7600419,-3.8942055,-0.0
845.xyz,20,-1552.316722,11,Au,2.99268492,2.60495802,0.0
845.xyz,20,-1552.316722,12,Au,-1.16660365,0.91108159,0.0
845.xyz,20,-1552.316722,13,Au,-0.20515067,-1.46593188,-0.0
845.xyz,20,-1552.316722,14,Au,1.37249542,0.55501122,0.0
845.xyz,20,-1552.316722,15,Au,-0.39040425,-2.77351296,2.22833246
845.xyz,20,-1552.316722,16,Au,2.59709395,1.04865573,2.22838868
845.xyz,20,-1552.316722,17,Au,-2.20757975,1.72472567,2.2281048
845.xyz,20,-1552.316722,18,Au,-0.39040425,-2.77351296,-2.22833246
845.xyz,20,-1552.316722,19,Au,2.59709395,1.04865573,-2.22838868
845.xyz,20,-1552.316722,20,Au,-2.20757975,1.72472567,-2.2281048
689.xyz,20,-1554.230801,1,Au,-0.39759876,2.42e-06,4.26801975
689.xyz,20,-1554.230801,2,Au,0.23481499,-9.24e-06,-0.98555202
689.xyz,20,-1554.230801,3,Au,1.94687989,-5.33e-06,3.14597553
689.xyz,20,-1554.230801,4,Au,-1.41854776,1.19e-06,-3.14702784
689.xyz,20,-1554.230801,5,Au,-2.92466128,6.76e-06,3.67040027
