filename,n_atoms,energy,energy_per_atom
691.xyz,20,-1550.336562,-77.5168281
849.xyz,20,-1554.97959,-77.74897949999999
478.xyz,20,-1553.103228,-77.6551614
444.xyz,20,-1551.32878,-77.566439
322.xyz,20,-1551.880711,-77.59403555
336.xyz,20,-1555.676499,-77.78382495
450.xyz,20,-1550.845982,-77.54229910000001
487.xyz,20,-1549.654381,-77.48271905
493.xyz,20,-1552.291597,-77.61457985
518.xyz,20,-1546.980468,-77.3490234
530.xyz,20,-1547.97917,-77.3989585
256.xyz,20,-1553.125801,-77.65629005
242.xyz,20,-1553.209845,-77.66049225
524.xyz,20,-1547.9367,-77.396835
295.xyz,20,-1552.805211,-77.64026055000001
281.xyz,20,-1555.166257,-77.75831285000001
732.xyz,20,-1555.23295,-77.76164750000001
726.xyz,20,-1553.169269,-77.65846345
915.xyz,20,-1553.44653,-77.6723265
901.xyz,20,-1552.016813,-77.60084065
929.xyz,20,-1552.90619,-77.6453095
917.xyz,20,-1550.201741,-77.51008705000001
903.xyz,20,-1546.375287,-77.31876435000001
730.xyz,20,-1554.089651,-77.70448255
724.xyz,20,-1552.559464,-77.6279732
718.xyz,20,-1553.899607,-77.69498035000001
297.xyz,20,-1554.2955,-77.714775
283.xyz,20,-1553.460688,-77.67303439999999
254.xyz,20,-1551.642426,-77.5821213
532.xyz,20,-1550.740409,-77.53702045
526.xyz,20,-1549.480155,-77.47400775
240.xyz,20,-1551.211287,-77.56056435
268.xyz,20,-1551.621529,-77.58107645
485.xyz,20,-1548.139366,-77.4069683
491.xyz,20,-1550.740364,-77.5370182
320.xyz,20,-1555.674627,-77.78373135000001
446.xyz,20,-1551.346544,-77.5673272
452.xyz,20,-1550.967516,-77.5483758
334.xyz,20,-1551.598211,-77.57991055
308.xyz,20,-1550.805263,-77.54026315
687.xyz,20,-1553.497374,-77.6748687
693.xyz,20,-1553.985349,-77.69926745000001
863.xyz,20,-1544.881795,-77.24408975
23.xyz,20,-1551.627313,-77.58136565
877.xyz,20,-1553.030095,-77.65150475
37.xyz,20,-1545.768118,-77.2884059
644.xyz,20,-1553.415608,-77.6707804
122.xyz,20,-1552.581328,-77.6290664
136.xyz,20,-1551.048898,-77.5524449
650.xyz,20,-1548.205568,-77.41027840000001
888.xyz,20,-1555.592856,-77.7796428
678.xyz,20,-1554.181389,-77.70906945
679.xyz,20,-1552.666983,-77.63334915
137.xyz,20,-1553.737843,-77.68689215
889.xyz,20,-1554.540749,-77.72703745
651.xyz,20,-1551.163853,-77.55819265
645.xyz,20,-1553.844201,-77.69221005
123.xyz,20,-1546.819741,-77.34098705
36.xyz,20,-1551.044414,-77.55222069999999
876.xyz,20,-1553.182352,-77.6591176
22.xyz,20,-1547.542917,-77.37714585
862.xyz,20,-1544.872016,-77.2436008
692.xyz,20,-1554.687024,-77.7343512
686.xyz,20,-1555.144979,-77.75724894999999
309.xyz,20,-1543.449071,-77.17245355
453.xyz,20,-1552.232624,-77.6116312
335.xyz,20,-1545.206294,-77.26031470000001
321.xyz,20,-1549.316975,-77.46584874999999
447.xyz,20,-1550.778659,-77.53893295
490.xyz,20,-1550.372124,-77.5186062
484.xyz,20,-1546.84372,-77.342186
269.xyz,20,-1551.437164,-77.5718582
527.xyz,20,-1547.739024,-77.3869512
241.xyz,20,-1551.662819,-77.58314095
255.xyz,20,-1550.198835,-77.50994175
533.xyz,20,-1545.714374,-77.28571869999999
282.xyz,20,-1552.37699,-77.6188495
296.xyz,20,-1553.949756,-77.6974878
719.xyz,20,-1555.181779,-77.75908895
725.xyz,20,-1551.657535,-77.58287675
731.xyz,20,-1554.685882,-77.7342941
902.xyz,20,-1551.418171,-77.57090855
916.xyz,20,-1550.485821,-77.52429105
971.xyz,20,-1554.378931,-77.71894655
965.xyz,20,-1547.922771,-77.39613855
795.xyz,20,-1553.387938,-77.66939690000001
781.xyz,20,-1553.463381,-77.67316905
959.xyz,20,-1555.942366,-77.7971183
756.xyz,20,-1551.620104,-77.5810052
742.xyz,20,-1549.649734,-77.48248670000001
597.xyz,20,-1553.700014,-77.6850007
583.xyz,20,-1551.986643,-77.59933215
568.xyz,20,-1551.127031,-77.55635155
232.xyz,20,-1551.357655,-77.56788275
554.xyz,20,-1550.740409,-77.53702045
540.xyz,20,-1549.455153,-77.47275765
226.xyz,20,-1553.261349,-77.66306745
385.xyz,20,-1549.654359,-77.48271795000001
391.xyz,20,-1549.863735,-77.49318674999999
408.xyz,20,-1554.338684,-77.7169342
346.xyz,20,-1552.953984,-77.6476992
420.xyz,20,-1545.23996,-77.261998
434.xyz,20,-1548.91025,-77.44551249999999
352.xyz,20,-1547.253791,-77.36268955
805.xyz,20,-1552.908974,-77.6454487
45.xyz,20,-1551.115427,-77.55577135
3.xyz,20,-1551.848471,-77.59242355
811.xyz,20,-1545.009159,-77.25045795
51.xyz,20,-1549.891524,-77.4945762
839.xyz,20,-1553.738382,-77.6869191
79.xyz,20,-1553.021399,-77.65106995
187.xyz,20,-1553.755614,-77.68778069999999
193.xyz,20,-1552.727047,-77.63635235000001
86.xyz,20,-1551.956607,-77.59783035000001
178.xyz,20,-1552.788836,-77.6394418
92.xyz,20,-1545.073653,-77.25368265
622.xyz,20,-1551.957722,-77.59788610000001
144.xyz,20,-1551.041267,-77.55206335
150.xyz,20,-1551.516846,-77.5758423
636.xyz,20,-1549.316974,-77.46584870000001
151.xyz,20,-1551.516843,-77.57584215
637.xyz,20,-1555.686437,-77.78432185
623.xyz,20,-1553.446441,-77.67232205
145.xyz,20,-1552.169405,-77.60847025000001
93.xyz,20,-1553.349893,-77.66749465000001
87.xyz,20,-1549.369596,-77.4684798
179.xyz,20,-1551.148592,-77.5574296
192.xyz,20,-1552.512237,-77.62561185
78.xyz,20,-1530.908363,-76.54541815
838.xyz,20,-1548.156925,-77.40784625
186.xyz,20,-1553.031473,-77.65157365
2.xyz,20,-1549.729217,-77.48646085
50.xyz,20,-1547.89843,-77.3949215
810.xyz,20,-1544.889731,-77.24448655
44.xyz,20,-1553.551724,-77.6775862
804.xyz,20,-1556.299794,-77.8149897
435.xyz,20,-1550.390155,-77.51950775
353.xyz,20,-1550.26202,-77.51310099999999
347.xyz,20,-1554.322171,-77.71610855
421.xyz,20,-1553.790334,-77.6895167
409.xyz,20,-1547.290644,-77.3645322
390.xyz,20,-1548.655693,-77.43278465
384.xyz,20,-1548.139366,-77.4069683
541.xyz,20,-1550.845979,-77.54229895
227.xyz,20,-1552.659573,-77.63297865
233.xyz,20,-1552.367494,-77.6183747
555.xyz,20,-1543.72135,-77.18606750000001
569.xyz,20,-1551.604565,-77.58022825
582.xyz,20,-1551.986642,-77.5993321
596.xyz,20,-1551.687236,-77.5843618
743.xyz,20,-1553.285688,-77.6642844
757.xyz,20,-1544.632853,-77.23164265
958.xyz,20,-1555.942367,-77.79711835
780.xyz,20,-1552.18403,-77.6092015
794.xyz,20,-1550.68632,-77.534316
964.xyz,20,-1552.730042,-77.6365021
970.xyz,20,-1551.885548,-77.5942774
966.xyz,20,-1548.668299,-77.43341495
972.xyz,20,-1552.207218,-77.6103609
782.xyz,20,-1554.331682,-77.7165841
796.xyz,20,-1554.683879,-77.73419394999999
769.xyz,20,-1551.035295,-77.55176474999999
999.xyz,20,-1553.358472,-77.6679236
741.xyz,20,-1550.607391,-77.53036955
755.xyz,20,-1553.379199,-77.66895995
580.xyz,20,-1548.608559,-77.43042795
594.xyz,20,-1553.033548,-77.65167740000001
219.xyz,20,-1551.263548,-77.5631774
225.xyz,20,-1553.546726,-77.67733630000001
543.xyz,20,-1552.344691,-77.61723455
557.xyz,20,-1547.979166,-77.3989583
231.xyz,20,-1552.110241,-77.60551205
392.xyz,20,-1551.346542,-77.5673271
386.xyz,20,-1548.295446,-77.41477230000001
379.xyz,20,-1551.335932,-77.5667966
351.xyz,20,-1557.196241,-77.85981205
437.xyz,20,-1546.797787,-77.33988934999999
423.xyz,20,-1551.986646,-77.5993323
345.xyz,20,-1552.440825,-77.62204125
812.xyz,20,-1544.881795,-77.24408975
52.xyz,20,-1550.892597,-77.54462985
0.xyz,20,-1547.657785,-77.38288925
806.xyz,20,-1553.880133,-77.69400664999999
46.xyz,20,-1552.073648,-77.6036824
190.xyz,20,-1551.916316,-77.5958158
184.xyz,20,-1551.455233,-77.57276164999999
91.xyz,20,-1545.073652,-77.2536826
609.xyz,20,-1552.21828,-77.61091400000001
85.xyz,20,-1549.369581,-77.46847905
635.xyz,20,-1538.870624,-76.9435312
153.xyz,20,-1550.680563,-77.53402815
147.xyz,20,-1545.269752,-77.26348759999999
621.xyz,20,-1552.82384,-77.641192
146.xyz,20,-1551.041271,-77.55206355
620.xyz,20,-1551.687259,-77.58436295
634.xyz,20,-1552.294437,-77.61472185
152.xyz,20,-1544.63298,-77.231649
84.xyz,20,-1549.369602,-77.4684801
608.xyz,20,-1550.792158,-77.5396079
90.xyz,20,-1545.073653,-77.25368265
185.xyz,20,-1549.169824,-77.4584912
191.xyz,20,-1553.108309,-77.65541544999999
47.xyz,20,-1551.115428,-77.5557714
807.xyz,20,-1553.521083,-77.67605415
53.xyz,20,-1543.077008,-77.1538504
813.xyz,20,-1553.104733,-77.65523664999999
1.xyz,20,-1552.612539,-77.63062694999999
422.xyz,20,-1551.986642,-77.5993321
344.xyz,20,-1541.592041,-77.07960205
350.xyz,20,-1557.20946,-77.860473
436.xyz,20,-1545.80435,-77.29021750000001
378.xyz,20,-1550.181846,-77.50909229999999
387.xyz,20,-1551.72453,-77.5862265
393.xyz,20,-1550.74041,-77.53702050000001
556.xyz,20,-1543.283972,-77.16419859999999
230.xyz,20,-1552.23283,-77.61164149999999
224.xyz,20,-1553.177031,-77.65885155
542.xyz,20,-1550.778661,-77.53893305
218.xyz,20,-1552.124607,-77.60623035
595.xyz,20,-1553.136735,-77.65683675
581.xyz,20,-1551.135105,-77.55675525000001
754.xyz,20,-1552.645556,-77.6322778
740.xyz,20,-1550.421039,-77.52105195
998.xyz,20,-1553.703898,-77.6851949
768.xyz,20,-1552.277642,-77.6138821
797.xyz,20,-1552.55817,-77.6279085
783.xyz,20,-1549.638286,-77.4819143
973.xyz,20,-1547.197534,-77.3598767
967.xyz,20,-1547.197536,-77.3598768
787.xyz,20,-1554.206192,-77.7103096
793.xyz,20,-1550.311942,-77.51559710000001
963.xyz,20,-1545.768122,-77.2884061
977.xyz,20,-1550.541267,-77.52706335
744.xyz,20,-1548.210784,-77.4105392
988.xyz,20,-1555.482031,-77.77410155
750.xyz,20,-1550.651153,-77.53255765
778.xyz,20,-1552.705406,-77.6352703
585.xyz,20,-1551.077816,-77.5538908
591.xyz,20,-1548.801169,-77.44005845000001
546.xyz,20,-1549.891525,-77.49457625
220.xyz,20,-1553.331311,-77.66656555
234.xyz,20,-1548.790045,-77.43950225
552.xyz,20,-1550.980018,-77.5490009
208.xyz,20,-1551.579343,-77.57896715000001
397.xyz,20,-1547.112538,-77.3556269
383.xyz,20,-1550.001686,-77.5000843
432.xyz,20,-1549.946955,-77.49734774999999
354.xyz,20,-1551.88783,-77.5943915
340.xyz,20,-1554.505303,-77.72526515
426.xyz,20,-1550.699548,-77.5349774
368.xyz,20,-1546.774449,-77.33872245
195.xyz,20,-1550.873865,-77.54369325
181.xyz,20,-1551.680602,-77.58403009999999
5.xyz,20,-1549.266626,-77.46333130000001
817.xyz,20,-1555.676479,-77.78382395
57.xyz,20,-1550.582139,-77.52910695
803.xyz,20,-1551.917181,-77.59585905
43.xyz,20,-1547.215543,-77.36077715
156.xyz,20,-1548.886641,-77.44433205
630.xyz,20,-1544.933098,-77.2466549
624.xyz,20,-1548.362552,-77.4181276
142.xyz,20,-1543.034624,-77.1517312
94.xyz,20,-1552.465157,-77.62325785
618.xyz,20,-1551.021726,-77.5510863
80.xyz,20,-1553.018636,-77.6509318
81.xyz,20,-1550.555006,-77.52775030000001
619.xyz,20,-1553.033551,-77.65167755
95.xyz,20,-1553.335312,-77.66676559999999
625.xyz,20,-1551.699199,-77.58495995
143.xyz,20,-1549.161871,-77.45809355
157.xyz,20,-1553.868871,-77.69344355
631.xyz,20,-1551.418183,-77.57090915
42.xyz,20,-1542.926861,-77.14634305
802.xyz,20,-1550.5688,-77.52844
4.xyz,20,-1551.374441,-77.56872204999999
56.xyz,20,-1544.882763,-77.24413815
816.xyz,20,-1555.4697,-77.77348500000001
180.xyz,20,-1552.075679,-77.60378395000001
194.xyz,20,-1550.386529,-77.51932645000001
369.xyz,20,-1548.385083,-77.41925415
341.xyz,20,-1553.216216,-77.66081080000001
427.xyz,20,-1548.270531,-77.41352655
433.xyz,20,-1551.618398,-77.5809199
355.xyz,20,-1549.47655,-77.4738275
382.xyz,20,-1549.654381,-77.48271905
396.xyz,20,-1548.913722,-77.4456861
209.xyz,20,-1551.922574,-77.5961287
235.xyz,20,-1553.957533,-77.69787665
553.xyz,20,-1549.915877,-77.49579385
547.xyz,20,-1549.891517,-77.49457585
221.xyz,20,-1552.55609,-77.6278045
590.xyz,20,-1553.790336,-77.6895168
584.xyz,20,-1551.459589,-77.57297945
779.xyz,20,-1553.263822,-77.66319109999999
751.xyz,20,-1551.464725,-77.57323625000001
989.xyz,20,-1545.179557,-77.25897785
745.xyz,20,-1548.210815,-77.41054075
976.xyz,20,-1546.781003,-77.33905015
962.xyz,20,-1545.768121,-77.28840605
792.xyz,20,-1554.920954,-77.74604769999999
786.xyz,20,-1553.28887,-77.6644435
790.xyz,20,-1547.473149,-77.37365745
948.xyz,20,-1554.917773,-77.74588865
784.xyz,20,-1547.858327,-77.39291635
974.xyz,20,-1546.780996,-77.3390498
960.xyz,20,-1555.67464,-77.783732
753.xyz,20,-1552.680513,-77.63402565
747.xyz,20,-1550.924357,-77.54621785
592.xyz,20,-1551.699193,-77.58495965
586.xyz,20,-1542.857331,-77.14286655
551.xyz,20,-1549.965299,-77.49826494999999
237.xyz,20,-1554.207672,-77.7103836
223.xyz,20,-1551.86897,-77.5934485
545.xyz,20,-1551.258045,-77.56290225000001
579.xyz,20,-1551.559256,-77.5779628
380.xyz,20,-1552.032862,-77.6016431
394.xyz,20,-1550.740406,-77.5370203
425.xyz,20,-1550.594134,-77.52970669999999
343.xyz,20,-1551.682761,-77.58413805
357.xyz,20,-1547.749368,-77.3874684
431.xyz,20,-1550.186331,-77.50931655000001
419.xyz,20,-1549.12655,-77.4563275
182.xyz,20,-1552.449509,-77.62247545
828.xyz,20,-1551.051315,-77.55256575
68.xyz,20,-1547.669236,-77.38346179999999
196.xyz,20,-1554.364084,-77.7182042
800.xyz,20,-1546.842247,-77.34211235000001
40.xyz,20,-1550.210638,-77.5105319
814.xyz,20,-1553.104766,-77.6552383
54.xyz,20,-1545.136936,-77.2568468
6.xyz,20,-1551.374442,-77.5687221
141.xyz,20,-1553.639366,-77.68196830000001
627.xyz,20,-1547.232654,-77.3616327
633.xyz,20,-1552.294435,-77.61472175
83.xyz,20,-1543.403591,-77.17017955
97.xyz,20,-1552.886527,-77.64432635
169.xyz,20,-1553.046909,-77.65234545
96.xyz,20,-1546.665503,-77.33327514999999
168.xyz,20,-1552.790898,-77.6395449
82.xyz,20,-1543.403592,-77.1701796
632.xyz,20,-1551.605064,-77.5802532
154.xyz,20,-1548.496834,-77.4248417
140.xyz,20,-1553.635898,-77.6817949
626.xyz,20,-1551.560923,-77.57804615
55.xyz,20,-1551.115344,-77.5557672
815.xyz,20,-1555.3829,-77.76914500000001
7.xyz,20,-1554.235126,-77.7117563
41.xyz,20,-1553.018359,-77.65091795
801.xyz,20,-1549.888542,-77.4944271
69.xyz,20,-1551.171414,-77.55857069999999
829.xyz,20,-1550.525388,-77.5262694
197.xyz,20,-1551.375554,-77.5687777
183.xyz,20,-1550.843107,-77.54215535
418.xyz,20,-1549.11832,-77.455916
356.xyz,20,-1547.749363,-77.38746814999999
430.xyz,20,-1551.413103,-77.57065515000001
424.xyz,20,-1549.720817,-77.48604085
342.xyz,20,-1550.931429,-77.54657145
395.xyz,20,-1548.295444,-77.4147722
381.xyz,20,-1552.032866,-77.6016433
578.xyz,20,-1551.55123,-77.5775615
222.xyz,20,-1552.210494,-77.6105247
544.xyz,20,-1549.865585,-77.49327925
550.xyz,20,-1552.291594,-77.61457970000001
236.xyz,20,-1553.713933,-77.68569665
587.xyz,20,-1549.433577,-77.47167885
593.xyz,20,-1551.741725,-77.58708625
746.xyz,20,-1548.210809,-77.41054045
752.xyz,20,-1551.113167,-77.55565835
961.xyz,20,-1555.249173,-77.76245865
975.xyz,20,-1545.550012,-77.2775006
785.xyz,20,-1553.275921,-77.66379605
949.xyz,20,-1554.173172,-77.7086586
791.xyz,20,-1547.838286,-77.3919143
