filename,n_atoms,energy,energy_per_atom,mean_bond_length,std_bond_length,n_bonds,mean_coordination,std_coordination,max_coordination,min_coordination,radius_of_gyration,asphericity,surface_fraction,x_range,y_range,z_range,max_range,anisotropy
439.xyz,20,-1548.115283,-77.40576415000001,2.6092840518479785,0.05373386829796586,35,3.5,1.3601470508735443,6,2,4.248138666520631,0.28281077970333035,0.5,9.5483312,9.20977146,4.56007412,9.5483312,2.0938982456714976
377.xyz,20,-1548.409178,-77.4204589,2.671072214794384,0.1938622097938525,39,3.5,1.284523257866513,6,1,3.626335604358059,0.15146914630031558,0.8,7.49478108,9.64668702,7.74726442,9.64668702,1.2871205865828972
411.xyz,20,-1549.49443,-77.4747215,2.595378383494112,0.021573826638627627,34,3.4,0.9165151389911679,5,2,5.26637620603606,0.578885876331895,0.2,9.7082284,0.0,12.225501179999998,12.225501179999998,1.0
405.xyz,20,-1550.233496,-77.51167480000001,2.606151266949083,0.0265712403613847,36,3.6,1.42828568570857,6,2,4.197588365761822,0.39869432339085853,0.6,7.78856998,12.34847054,3.81110434,12.34847054,3.240129221967195
363.xyz,20,-1551.887828,-77.59439139999999,2.66217348888398,0.15953059531563357,43,4.3,2.147091055358389,8,1,4.048478013863629,0.4255622629823015,0.5,9.5943286,13.46926282,7.84093969,13.46926282,1.7178123225686999
388.xyz,20,-1544.703547,-77.23517735,2.5924910929260006,0.031150833997922893,31,3.1,1.57797338380595,5,1,5.7100861616265375,0.7048288022478575,0.5,4.21365497,15.04991144,9.52825383,15.04991144,3.5716999961199956
559.xyz,20,-1549.873307,-77.49366535,2.662044829364461,0.11658362923526777,45,4.5,2.3345235059857505,8,1,3.7371044214520124,0.217897953749506,0.6,10.40775038,7.71846166,8.14535752,10.40775038,1.348422890268007
203.xyz,20,-1553.012721,-77.65063605,2.6606843940535687,0.06514624004577131,54,5.4,2.130727575266252,10,3,3.268309603885342,0.15287878117672396,0.85,7.83523692,4.67609056,6.84404957,7.83523692,1.6755956326046861
565.xyz,20,-1553.448187,-77.67240935,2.7152554021736037,0.13174513952271052,61,6.1,2.5079872407968904,12,2,3.212806491151908,0.08102780919888157,0.9,9.30316302,4.72823062,7.64804912,9.30316302,1.9675781000716077
571.xyz,20,-1550.966515,-77.54832575,2.8206014855622374,0.27749470638664636,63,5.5,2.539685019840059,12,3,3.188649210807774,0.1725583371283103,0.7,4.69752046,7.78795644,4.75437378,7.78795644,1.657886646011543
217.xyz,20,-1549.633575,-77.48167875,2.6157377036474445,0.037142278630708,39,3.9,1.7,7,2,4.155492785224062,0.13464207101376846,0.4,9.402004649999999,9.54054695,8.41472916,9.54054695,1.1337913281097212
983.xyz,20,-1553.339987,-77.66699935,2.669760493479114,0.06757561690434193,52,5.2,1.886796226411321,7,2,3.5105858619347674,0.2868082557798093,0.6,8.07348687,9.09009638,3.71984702,9.09009638,2.4436747885400942
997.xyz,20,-1552.75686,-77.637843,2.7029875670712884,0.12086951074014493,59,5.9,2.624880949681338,12,1,3.268951476884623,0.10900863888682397,0.8,4.58888362,7.66017852,10.16520422,10.16520422,2.2151802184950595
767.xyz,20,-1554.229044,-77.7114522,2.6717436452393084,0.08541594412216247,58,5.8,1.9131126469708992,10,3,3.716893912931982,0.548065668155303,0.85,4.258076190000001,6.422446259999999,10.40431988,10.40431988,2.4434320608058444
773.xyz,20,-1552.69981,-77.6349905,2.643759114769428,0.05013032911606944,47,4.7,2.0024984394500787,8,2,3.8679407782439776,0.42790493980560373,0.5,6.95795796,8.57681459,11.47980339,11.47980339,1.6498811082210105
940.xyz,20,-1554.604487,-77.73022435,2.6891749023363403,0.13171658318609572,59,5.8,2.2715633383201093,12,1,3.254392170655272,0.13755626228999265,0.8,8.29953418,8.11017026,5.42168961,8.29953418,1.5308021626121826
798.xyz,20,-1552.565967,-77.62829835,2.6478624582966144,0.05016200263378913,46,4.6,1.3564659966250536,7,3,3.614298004257524,0.1285216992921083,0.8,9.28465498,9.28465498,4.57186944,9.28465498,2.0308224243603945
954.xyz,20,-1554.545393,-77.72726965000001,2.6867611831894864,0.09850665804684172,58,5.8,1.9131126469708994,12,3,3.2347629473644677,0.17138162421842856,0.95,6.77619443,4.607370169999999,6.69074208,6.77619443,1.4707293271380453
968.xyz,20,-1554.378923,-77.71894615,2.712222256524051,0.11719616616031439,63,6.3,2.325940669922601,12,3,3.200694846297357,0.10287760693214815,0.8,5.68490951,6.87533831,7.64951734,7.64951734,1.34558295546203
933.xyz,20,-1555.66793,-77.78339650000001,2.6597625534168117,0.04843996467311642,54,5.4,0.9165151389911681,6,3,3.3959167243611708,0.4396401482807267,1.0,5.10432238,4.42047168,10.68579916,10.68579916,2.417343653245619
927.xyz,20,-1550.796882,-77.53984410000001,2.635254184179777,0.04801566268483173,42,4.2,1.077032961426901,6,3,3.5039291572417937,0.30692456576429294,0.9,9.097514409999999,6.30452325,2.73974997,9.097514409999999,3.320563741077438
728.xyz,20,-1552.903865,-77.64519325,2.680372825012491,0.0770559271351479,60,6.0,1.8973665961010275,11,5,3.361221906230185,0.44569914804749733,0.8,8.0918645,4.69994338,6.15855794,8.0918645,1.7216940387907398
714.xyz,20,-1552.155126,-77.6077563,2.6904004706987474,0.145554853795351,55,5.5,2.4596747752497685,10,2,3.31371037603505,0.23053840717529084,0.8,9.26685265,4.52423958,6.2713120700000005,9.26685265,2.0482674460842767
700.xyz,20,-1553.479507,-77.67397535,2.7046377596564164,0.18812306954154895,56,5.2,1.32664991614216,6,2,3.7194683689054178,0.5596312975965081,0.8,6.01513501,3.2987966,10.7272497,10.7272497,3.251867574981737
258.xyz,20,-1552.351316,-77.6175658,2.764623447970578,0.3015625103193875,53,4.5,1.5652475842498528,8,3,3.479606694746545,0.2347142622424527,0.8,5.58727723,7.994995729999999,7.01926961,7.994995729999999,1.4309287692173456
516.xyz,20,-1549.450437,-77.47252184999999,2.6633005186373717,0.1303554326186155,39,3.9,2.2561028345356955,8,1,4.212796642870362,0.4983496100054225,0.4,7.73051516,12.5090882,8.85847299,12.5090882,1.618144191052851
270.xyz,20,-1551.392567,-77.56962835,2.6456725491421733,0.04277745236118792,45,4.5,1.91049731745428,8,2,3.723426140385136,0.13026116858485245,0.7,4.3866562,7.8000114499999995,6.74590208,7.8000114499999995,1.7781223543344928
264.xyz,20,-1550.474668,-77.5237334,2.6809520084388248,0.17420584146491555,44,4.0,1.6733200530681511,7,2,3.79162173989651,0.36471819780835035,0.7,11.61086918,4.47390034,7.90899248,11.61086918,2.595245378219578
502.xyz,20,-1551.335927,-77.56679635,2.723694093064264,0.16003498331277613,53,5.3,2.5317977802344322,10,1,3.5710852814703045,0.23492630599126224,0.4,9.69964,9.00217028,7.78667648,9.69964,1.2456713753182669
489.xyz,20,-1550.260435,-77.51302175,2.6896184780251873,0.1891688621810915,47,4.6,2.0591260281974,8,1,3.6387215043965213,0.15053803848331354,0.7,8.18033832,7.91271964,9.16932148,9.16932148,1.158807830577958
338.xyz,20,-1552.226529,-77.61132645,2.6900353379767874,0.1645027494895516,51,4.8,1.939071942966532,8,2,3.4703999758768744,0.2902754743957444,0.6,5.0086824199999995,9.4502907,5.15876038,9.4502907,1.8867817736385852
462.xyz,20,-1552.998814,-77.6499407,2.622731928440019,0.03359278788529594,41,4.1,1.3747727084867518,6,2,4.948689821471523,0.7067290592550225,0.3,13.73230642,0.0,7.83868184,13.73230642,1.0
304.xyz,20,-1554.876582,-77.7438291,2.702312436735548,0.1767387584522788,58,5.5,1.6583123951777,9,3,3.2969752754179025,0.1980424872510097,0.7,7.00188007,6.38213254,5.15649611,7.00188007,1.3578755652353243
310.xyz,20,-1551.834287,-77.59171434999999,2.736098863878478,0.17983373189550092,55,5.5,2.6551836094703507,13,4,3.2125337401366134,0.1220254232239745,0.8,4.81858645,4.9218351600000005,5.23735471,5.23735471,1.086906868714579
476.xyz,20,-1551.16115,-77.55805749999999,2.7193891914912705,0.21201058102260287,49,4.9,2.022374841615669,9,3,3.5669516829270864,0.37158405783681825,0.7,9.80374872,4.96614257,7.10559436,9.80374872,1.974117452693268
847.xyz,20,-1554.665117,-77.73325585,2.714855150027685,0.10549967618820828,69,6.9,2.142428528562855,11,5,3.076578839683516,0.028874567661251172,0.75,6.30951706,6.506351260000001,4.65177748,6.506351260000001,1.3986806737797788
853.xyz,20,-1551.956153,-77.59780765000001,2.646835805572632,0.052810343164028745,46,4.6,1.42828568570857,7,3,3.6581316409434868,0.36332632482399874,0.9,5.00012938,5.57006088,6.92623858,6.92623858,1.3852118722575935
13.xyz,20,-1554.128204,-77.70641020000001,2.660007661171828,0.048188429481373626,52,5.2,1.32664991614216,7,3,3.270115995642599,0.03273174412001342,0.8,6.3497428,6.3497428,4.97595244,6.3497428,1.2760859104995785
884.xyz,20,-1553.494883,-77.67474415000001,2.6856032497270057,0.10066108545104914,56,5.5,2.085665361461421,10,2,3.434559638842835,0.4122941703935946,0.8,6.5427061900000005,4.50300565,9.76954497,9.76954497,2.169560895398832
648.xyz,20,-1552.022128,-77.6011064,2.676591532002887,0.1190554894716333,47,4.7,1.8466185312619388,7,2,4.2962981390324915,0.5395623272493542,0.5,13.85575515,2.5630308,8.55464122,13.85575515,5.406004153364057
890.xyz,20,-1554.389354,-77.7194677,2.663062264328422,0.0507395711083091,56,5.6,2.083266665599966,10,3,3.357673936679273,0.15110988431067168,0.7,7.85624241,7.53854665,5.24059064,7.85624241,1.4991139262119508
106.xyz,20,-1550.422336,-77.5211168,2.699763825775102,0.21667563413025337,40,4.0,1.6733200530681511,6,2,4.465407895754888,0.250000000278829,0.4,10.7483473,10.7483473,0.0,10.7483473,1.0
660.xyz,20,-1554.182184,-77.7091092,2.6212189127368237,0.020314391532665586,43,4.3,1.3453624047073711,6,2,4.536828469592035,0.5318337326959273,0.3,9.59949374,0.0,11.97181194,11.97181194,1.0
674.xyz,20,-1551.344422,-77.5672211,2.6237723612061834,0.04125871869501661,40,4.0,1.8439088914585775,7,1,3.9686855765396447,0.3430917557521866,0.5,7.81057714,9.03888028,11.4333985,11.4333985,1.4638352960431806
112.xyz,20,-1550.2891,-77.514455,2.6578562355841697,0.07264192558670932,44,4.4,1.4966629547095767,6,2,3.4878616085863325,0.20339174255397446,0.6,8.39684318,8.39684318,7.05817908,8.39684318,1.1896613963498357
675.xyz,20,-1551.355813,-77.56779064999999,2.6228533521216777,0.03912784619505467,40,4.0,1.8439088914585775,7,1,3.9640626600088327,0.3383360052701728,0.5,8.06890576,9.0344273,11.73223134,11.73223134,1.454005250397174
113.xyz,20,-1555.23919,-77.7619595,2.6500360902210613,0.031700036045439785,52,5.2,0.39999999999999997,6,5,3.218613573175614,0.021199195898282328,1.0,5.6397794,5.6397794,4.983312,5.6397794,1.1317331525700178
107.xyz,20,-1549.506412,-77.4753206,2.6024450134504016,0.02895542041098202,36,3.6,0.7999999999999999,5,3,4.840488706119076,0.26132266572124196,0.6,10.08007156,10.08157438,0.0,10.08157438,1.0
661.xyz,20,-1551.606078,-77.5803039,2.649764334427288,0.15400890344493898,39,3.7,1.2688577540449522,5,2,4.5599270403795655,0.4342716129685347,0.4,12.34299022,0.0,9.32056018,12.34299022,1.0
891.xyz,20,-1554.834936,-77.7417468,2.6836689186601097,0.0823826506337507,61,6.1,1.7578395831246947,11,4,3.074866337872252,0.1552416719061066,0.9,5.10021698,5.33858662,7.50014389,7.50014389,1.4705538841604344
649.xyz,20,-1552.044407,-77.60222035000001,2.622474886616514,0.0235199109566765,43,4.3,1.9773719933285188,8,2,4.022097922237833,0.3389493118143159,0.5,10.16102318,4.33053662,10.98983935,10.98983935,2.5377546282012506
885.xyz,20,-1553.0026,-77.65013,2.6586567107775205,0.06310834225974865,53,5.3,2.3043437243605824,9,1,3.5760899680598763,0.4026981677945364,0.55,7.892631270000001,7.26386964,7.674018,7.892631270000001,1.08656014784979
12.xyz,20,-1554.008166,-77.7004083,2.69262714753538,0.10375664058867863,60,6.0,2.23606797749979,10,3,3.2743785540703696,0.2813767458427524,0.8,5.22802992,5.00890028,7.53150798,7.53150798,1.5036250591916356
852.xyz,20,-1552.596598,-77.6298299,2.6361941480642757,0.03486298230765386,47,4.7,1.4177446878757827,8,2,3.8014467240101,0.41208186238349526,0.9,5.8747031100000004,4.8132212800000005,9.21131898,9.21131898,1.9137534811198207
846.xyz,20,-1553.343248,-77.6671624,2.654703431730854,0.027667244926406646,54,5.4,2.177154105707724,10,3,3.2647013366836393,0.12100954753459713,0.85,7.10188047,7.906661830000001,4.4179762,7.906661830000001,1.7896569542407224
311.xyz,20,-1551.003825,-77.55019125,2.64667464587203,0.07366671023718581,42,4.2,1.469693845669907,6,2,3.5356953477944173,0.15690195944336574,1.0,8.28399152,9.56552966,3.81019874,9.56552966,2.510506751151778
477.xyz,20,-1551.749488,-77.58747439999999,2.7510458092277545,0.2369058655042373,55,5.1,2.2561028345356955,10,2,3.7606184857725613,0.561149665537049,0.5,10.44933984,4.55100212,4.62907466,10.44933984,2.2960525098590816
463.xyz,20,-1549.654759,-77.48273795,2.682475800089294,0.1829366824842684,43,3.9,1.9209372712298547,8,2,3.796884410635412,0.39801788198597315,0.4,5.15612792,10.46350646,5.14818716,10.46350646,2.032464270393775
305.xyz,20,-1547.329156,-77.3664578,2.603200388724077,0.025246497218564732,35,3.5,1.4317821063276353,5,1,5.552769673317129,0.5587489280273757,0.55,12.074192060000001,9.890661040000001,4.3986855899999995,12.074192060000001,2.7449545581183497
339.xyz,20,-1547.468634,-77.3734317,2.6294091369343717,0.06561203954354307,37,3.7,1.5198684153570663,7,1,3.6302907681114003,0.11698112675526162,0.65,9.54407278,8.26674346,6.07383602,9.54407278,1.5713418585179388
488.xyz,20,-1548.192767,-77.40963835,2.6746490443446245,0.176335935919837,41,4.1,2.507987240796891,9,1,4.056651668579412,0.4241935585138007,0.3,5.78883096,11.08512988,9.58882418,11.08512988,1.9149168384077326
265.xyz,20,-1550.610802,-77.5305401,2.6819644850633972,0.13396039740466203,50,4.8,2.3366642891095846,9,2,3.4298204261299134,0.2014526350263749,0.7,4.46931528,7.77614676,7.273718860000001,7.77614676,1.7398966671243654
503.xyz,20,-1548.442847,-77.42214235,2.5928664586424977,0.021809567188144294,33,3.3,1.2688577540449522,6,1,4.2969436986665865,0.5296064741082191,0.5,9.6139102,5.14247706,12.3455336,12.3455336,2.4006978457965156
517.xyz,20,-1548.749433,-77.43747164999999,2.6083366462471633,0.027147020584185753,35,3.5,1.8027756377319946,8,2,3.8420864170126188,0.3809815031219317,0.6,9.83358302,7.85381306,5.14994496,9.83358302,1.909454003174434
271.xyz,20,-1555.796442,-77.78982210000001,2.728843051842853,0.18814618057919355,66,6.2,2.08806130178211,13,4,3.177568332864102,0.15975881915391066,0.95,6.3971546,7.05318018,5.6127698200000005,7.05318018,1.2566309337802133
259.xyz,20,-1554.009292,-77.7004646,2.674318177008506,0.07402920682160609,55,5.5,1.91049731745428,8,2,3.453346488244885,0.16643067691097554,0.5,9.74618664,6.87806824,6.8745103,9.74618664,1.4177281311222998
701.xyz,20,-1553.442527,-77.67212635,2.670882540638661,0.08185172253625674,56,5.6,2.1999999999999997,11,2,3.402283595588912,0.31789877333249106,0.75,6.9886172900000005,4.87741912,7.0222079,7.0222079,1.4397384615165079
715.xyz,20,-1553.448611,-77.67243055,2.7157504819927745,0.1354022205903662,61,6.1,2.5079872407968904,12,2,3.2125006103120466,0.08099554319278301,0.8,4.52341472,7.64830129,8.85591066,8.85591066,1.957793217775088
729.xyz,20,-1555.438576,-77.7719288,2.6899122634183734,0.06007842673040756,67,6.7,1.5524174696260025,11,6,3.057937200259411,0.25320469883437347,0.9,6.10779054,4.69948326,7.35621208,7.35621208,1.5653236053872015
926.xyz,20,-1552.853188,-77.6426594,2.6368507839100968,0.030761464019705406,45,4.5,1.02469507659596,6,3,3.487236777800668,0.13046805078091595,1.0,7.81943764,6.7846826899999995,3.66401414,7.81943764,2.134117757525903
932.xyz,20,-1551.217809,-77.56089045,2.6651584582958163,0.07727183867033821,48,4.8,1.98997487421324,7,2,3.4402086845863193,0.14250362499142163,0.7,9.32215759,8.07738124,4.34846774,9.32215759,2.1437798662385843
924.xyz,20,-1552.400677,-77.62003385,2.7546611585035823,0.2191879075227654,61,5.3,1.6763054614240214,10,4,3.1616875283384775,0.2590022739723303,0.9,4.72709905,5.342224610000001,7.19806752,7.19806752,1.5227240732347254
930.xyz,20,-1555.330285,-77.76651425,2.66104725616881,0.053339811724078555,54,5.4,1.2409673645990855,7,3,3.2900144301397534,0.1698082066356668,0.95,7.26471594,3.9572003000000002,8.35483352,8.35483352,2.1112991222607556
918.xyz,20,-1555.942374,-77.7971187,2.659662775422974,0.047540704135544905,54,5.4,0.9165151389911681,6,4,3.2693308617329486,0.14033295784590563,1.0,7.08015644,8.17542354,4.07799418,8.17542354,2.0047658675177416
703.xyz,20,-1552.735003,-77.63675015,2.787185483773289,0.2562808988272912,65,5.7,2.5317977802344322,12,2,3.24072457455707,0.2389457222076691,0.7,9.48491918,4.52498096,7.69300275,9.48491918,2.0961235558436475
717.xyz,20,-1550.456529,-77.52282645,2.6159075214260312,0.0443871198677967,39,3.9,1.6401219466856725,6,1,4.5016241497110085,0.5730155200901943,0.4,9.91341221,9.045475199999998,11.434357590000001,11.434357590000001,1.2640969476097843
298.xyz,20,-1552.069902,-77.6034951,2.6504439032652845,0.06798519988663955,49,4.9,1.57797338380595,7,3,3.6212055162323296,0.25383406713242546,0.8,6.82347332,7.14071351,3.90080324,7.14071351,1.8305751586691155
529.xyz,20,-1553.103225,-77.65516125,2.748026907844731,0.2344945487092342,57,4.9,2.3,10,3,3.474486109960572,0.20308079068392426,0.8,4.5127225,9.06151236,7.9265701,9.06151236,2.007992372675253
501.xyz,20,-1548.667523,-77.43337615,2.63445153187032,0.093120451253714,35,3.5,1.5652475842498528,6,1,3.641065025044373,0.0757613157092252,0.8,9.63998316,5.7719159,7.87656262,9.63998316,1.670153087296369
267.xyz,20,-1551.504715,-77.57523575,2.6398849406937526,0.05298246477978538,44,4.4,1.4966629547095764,8,3,3.5838857710054657,0.17991948394790436,0.8,5.17642988,7.32110366,7.80537332,7.80537332,1.5078680675570169
273.xyz,20,-1554.417046,-77.7208523,2.727187731580498,0.19673070741275578,58,5.6,2.0591260281974,13,3,3.2082065964629307,0.12590044642794324,0.95,6.89825092,7.56839336,5.1898006599999995,7.56839336,1.4583206284458718
515.xyz,20,-1551.618388,-77.5809194,2.6783940133982638,0.12715040535854025,45,4.5,2.202271554554524,8,1,3.888850960607984,0.2912007414455887,0.6,7.7270362,7.8864293,9.00086924,9.00086924,1.1648540277318749
449.xyz,20,-1550.761665,-77.53808325,2.675503155431427,0.16899620512890443,45,4.5,2.3345235059857505,9,1,3.5151060135514927,0.12579531038729985,0.7,7.08846302,7.0802128,9.7649851,9.7649851,1.3791937298833732
475.xyz,20,-1553.103227,-77.65516135,2.7481461910389746,0.234571030439646,57,4.9,2.3,10,3,3.4746242235816305,0.2031227153068385,0.8,7.92592204,9.06200112,4.5126596,9.06200112,2.0081286698425025
313.xyz,20,-1555.674617,-77.78373085,2.7144500265539833,0.12354554783955597,67,6.7,2.491987158875422,13,5,3.071324717794557,0.03296866800567248,0.9,5.16248076,5.53237882,4.62863404,5.53237882,1.1952508606621233
307.xyz,20,-1552.976783,-77.64883915,2.67296637629385,0.17093385212261228,51,4.9,1.3,7,3,3.4600225216151195,0.2123119086047056,0.8,7.157539610000001,7.09853568,4.67779721,7.157539610000001,1.5301089997443478
461.xyz,20,-1548.124179,-77.40620894999999,2.606258666718648,0.025994718421153164,35,3.5,2.0124611797498106,8,1,3.87909357179344,0.3843780581409203,0.5,10.4228639,5.14782034,9.5781135,10.4228639,2.024713997691691
850.xyz,20,-1552.873748,-77.6436874,2.6664326126416973,0.08136725827955818,55,5.5,1.5,8,4,3.53658331885617,0.1733497132992805,0.85,8.013347079999999,8.44971964,3.06477424,8.44971964,2.757044721179854
10.xyz,20,-1555.417784,-77.7708892,2.696870360500113,0.13226576252010108,62,6.0,1.6733200530681511,9,3,3.345528676511419,0.2619006210826362,0.8,6.98818836,8.08802114,3.34326849,8.08802114,2.419195815170681
688.xyz,20,-1554.73131,-77.7365655,2.7098629808859203,0.144543233355797,63,6.2,2.181742422927143,12,2,3.2989065685750423,0.31943689062601915,0.8,5.5994560799999995,4.58430924,8.76385397,8.76385397,1.9117065431650506
844.xyz,20,-1553.324241,-77.66621205,2.6564691497426316,0.03132624641302831,54,5.4,2.1771541057077246,10,3,3.2660046436890933,0.11809257590856723,0.85,7.35402982,7.82810502,4.43891599,7.82810502,1.763517272603305
878.xyz,20,-1551.869888,-77.5934944,2.6220377032148305,0.028398663048446116,44,4.4,1.8275666882497068,8,1,3.997643087605201,0.4229841223483788,0.55,11.47916202,4.29138178,7.5123982300000005,11.47916202,2.6749337645740763
38.xyz,20,-1545.768123,-77.28840615,2.704356521044548,0.22172446412159613,38,3.8,2.227105745132009,7,1,4.100680373975834,0.14637772523361897,0.5,8.76676322,8.76676322,8.8816024,8.8816024,1.0130993819632328
893.xyz,20,-1552.314965,-77.61574825,2.652372853820145,0.05162861758386251,53,5.3,2.0024984394500787,9,2,3.5198730221545644,0.2670990398672424,0.8,6.70748853,7.21547827,4.72383173,7.21547827,1.5274630178243036
887.xyz,20,-1552.954069,-77.64770345,2.6784956913609337,0.07568939523469205,57,5.7,2.3043437243605824,11,3,3.3076878135151913,0.20786393593547342,0.7,7.02581294,4.86814206,6.62615493,7.02581294,1.4432226614192107
139.xyz,20,-1552.557847,-77.62789235,2.606422394559502,0.020333817283572007,38,3.8,0.9797958971132711,5,2,3.78044712167294,0.13388991081099302,1.0,7.65182478,7.97006443,4.25507759,7.97006443,1.8730714684805547
111.xyz,20,-1555.687918,-77.7843959,2.7167307229147997,0.1365043470131422,67,6.6,2.4166091947189146,13,4,3.0718743399804755,0.031048082692861207,0.9,6.50611166,6.6025041600000005,5.23799613,6.6025041600000005,1.260501916407487
677.xyz,20,-1550.245202,-77.5122601,2.671029411790872,0.1273394733797696,43,4.3,2.147091055358389,8,1,4.184700312357123,0.5023289780405057,0.5,8.5578677,7.73360738,10.75222914,10.75222914,1.390325188709024
663.xyz,20,-1552.234793,-77.61173965,2.6449222969558632,0.05144495328660591,47,4.7,2.1931712199461306,10,2,3.8190258910267048,0.568409816958975,0.65,8.92671034,4.4167629900000005,10.5495242,10.5495242,2.388519425625779
105.xyz,20,-1551.619445,-77.58097225,2.5969215005895845,0.01502595525497813,37,3.7,1.1874342087037917,6,2,4.746918784020962,0.3033232336710334,0.4,14.46031968,13.48897244,0.0,14.46031968,1.0
662.xyz,20,-1553.844198,-77.6922099,2.622124047721712,0.025768496818291044,43,4.3,1.4177446878757827,6,2,4.389626688366479,0.4109719034677564,0.4,11.4074381,0.0,9.35909614,11.4074381,1.0
104.xyz,20,-1550.422329,-77.52111645,2.6997493946246878,0.21663640161629985,40,4.0,1.6733200530681511,6,2,4.465443757062098,0.25,0.4,10.22174088,10.22174088,0.0,10.22174088,1.0
110.xyz,20,-1549.161931,-77.45809655000001,2.6926178616590297,0.2688737896186076,36,3.2,0.9797958971132713,4,2,3.926966700667407,0.06781483670092017,0.4,8.60380015,8.603803240000001,5.05459336,8.603803240000001,1.7021751557874085
676.xyz,20,-1550.101748,-77.50508740000001,2.711999405074808,0.24626498038466643,43,3.9,1.8681541692269403,7,1,4.0085608698806405,0.3018360786368721,0.4,11.527866490000001,7.78332194,8.760653770000001,11.527866490000001,1.481098505094086
886.xyz,20,-1553.69394,-77.684697,2.674688718057704,0.06114032107088271,59,5.9,2.2561028345356955,12,3,3.197839091277602,0.11510288713575695,0.75,6.81445924,8.59946274,6.7656423199999995,8.59946274,1.2710489755834447
138.xyz,20,-1551.688837,-77.58444184999999,2.7133602111936383,0.22388190798884247,48,4.4,1.854723699099141,8,3,3.4988909592476753,0.05944642467562127,0.8,5.685333180000001,5.68533418,4.40913316,5.68533418,1.2894448803628331
892.xyz,20,-1553.621115,-77.68105575,2.6646939825471967,0.04682290540112801,54,5.4,1.9849433241279208,10,2,3.1953598868225868,0.0560907367069517,0.8,6.42577477,6.96226802,7.07360149,7.07360149,1.1008169042937057
39.xyz,20,-1550.21064,-77.510532,2.7440563046227933,0.24696753322497506,51,4.7,2.3685438564654024,10,1,3.490460542462821,0.048401051696653624,0.7,9.73062974,9.62038478,7.86686048,9.73062974,1.236913984268347
879.xyz,20,-1552.043035,-77.60215174999999,2.635069405859361,0.03776215837537084,46,4.6,2.130727575266252,10,2,3.8162094730637452,0.3210076643868537,0.65,9.46781619,4.29678356,8.122189559999999,9.46781619,2.20346593161886
845.xyz,20,-1552.316722,-77.6158361,2.676500652293873,0.07754613557586804,54,5.4,2.034698994937581,10,4,3.2964703907403834,0.11155364747849042,0.85,7.714452550000001,7.22251931,4.54834454,7.714452550000001,1.696101181903867
689.xyz,20,-1554.230801,-77.71154005,2.6798771529762284,0.12592689005553656,54,5.3,2.0024984394500787,11,3,3.4545546861048684,0.23475331338671282,0.85,8.06855058,4.50414769,7.824980119999999,8.06855058,1.7913601274473308
11.xyz,20,-1554.756643,-77.73783215,2.6943972485474714,0.11786222091819248,61,5.9,2.0712315177207983,10,2,3.2560923879596393,0.2175034130703754,0.8,9.28601183,6.71149461,4.2836335,9.28601183,2.1677885911574837
851.xyz,20,-1551.179612,-77.5589806,2.622786442654928,0.030790173503252968,42,4.2,0.9797958971132713,6,3,3.5125036195593213,0.039306905101930766,0.7,6.74591092,7.2789724,5.45371944,7.2789724,1.3346803919931751
306.xyz,20,-1552.054229,-77.60271145,2.6369841585954203,0.033008560094828096,47,4.7,1.3453624047073711,8,3,3.502501408070327,0.16742832770853333,0.9,8.0785401,7.07650478,4.132136539999999,8.0785401,1.9550515869448981
460.xyz,20,-1550.161542,-77.50807710000001,2.70377297975691,0.19356360710126877,45,4.5,1.8027756377319946,8,2,3.9386045077253273,0.3257357087356757,0.6,8.11887278,4.38684906,9.86125656,9.86125656,2.2479133485390532
474.xyz,20,-1553.103225,-77.65516125,2.748119426585061,0.2345964917295817,57,4.9,2.3,10,3,3.474617656599297,0.2032005321147315,0.8,7.92533252,9.06256732,4.51245958,9.06256732,2.008343157280979
312.xyz,20,-1553.987531,-77.69937655,2.7006068277672086,0.13830136933695905,61,6.0,2.32379000772445,10,4,3.191073076696384,0.09975746502611585,0.7,4.478651859999999,7.83704094,4.96536835,7.83704094,1.7498660724211774
448.xyz,20,-1550.016004,-77.5008002,2.6226399890643086,0.028163607818924834,40,4.0,1.3416407864998738,6,1,3.5476396665915426,0.1164778864002008,0.4,8.99884586,8.15037594,8.99630312,8.99884586,1.104101936677046
272.xyz,20,-1554.24416,-77.712208,2.672576621631281,0.053128733315344664,59,5.9,2.211334438749598,12,3,3.224061323153843,0.18204631183012132,0.85,7.8424436,4.47387122,6.5227205999999995,7.8424436,1.752943527954298
514.xyz,20,-1551.848339,-77.59241695,2.72536488514654,0.1964674795733475,53,4.9,2.2561028345356955,8,2,3.4549842971606752,0.11767932699494867,0.6,7.70578572,8.3369362,7.84440116,8.3369362,1.0819060512365246
500.xyz,20,-1552.03286,-77.601643,2.6956372451448805,0.11755245211117368,51,5.1,2.3430749027719964,10,3,3.556312997301423,0.3006689198992789,0.6,7.68256028,4.6339242,10.41091488,10.41091488,2.246673538596078
266.xyz,20,-1551.874621,-77.59373105,2.7182406593860375,0.19672692211470028,53,5.3,1.6155494421403513,9,2,3.4142998556602433,0.41417156386996695,0.9,4.53544732,11.53355992,5.3502804600000005,11.53355992,2.542981784650075
