structure_id,energy,n_atoms,cluster_type,neatness_score,compactness,symmetry_score,n_bonds,avg_coordination,atom_1_element,atom_1_x,atom_1_y,atom_1_z,atom_2_element,atom_2_x,atom_2_y,atom_2_z,atom_3_element,atom_3_x,atom_3_y,atom_3_z,atom_4_element,atom_4_x,atom_4_y,atom_4_z,atom_5_element,atom_5_x,atom_5_y,atom_5_z,atom_6_element,atom_6_x,atom_6_y,atom_6_z,atom_7_element,atom_7_x,atom_7_y,atom_7_z,atom_8_element,atom_8_x,atom_8_y,atom_8_z,atom_9_element,atom_9_x,atom_9_y,atom_9_z,atom_10_element,atom_10_x,atom_10_y,atom_10_z,atom_11_element,atom_11_x,atom_11_y,atom_11_z,atom_12_element,atom_12_x,atom_12_y,atom_12_z,atom_13_element,atom_13_x,atom_13_y,atom_13_z,atom_14_element,atom_14_x,atom_14_y,atom_14_z,atom_15_element,atom_15_x,atom_15_y,atom_15_z,atom_16_element,atom_16_x,atom_16_y,atom_16_z,atom_17_element,atom_17_x,atom_17_y,atom_17_z,atom_18_element,atom_18_x,atom_18_y,atom_18_z,atom_19_element,atom_19_x,atom_19_y,atom_19_z,atom_20_element,atom_20_x,atom_20_y,atom_20_z
structure_313,-1555.674617,20,Au20,0.6913885927174575,0.8787047079206609,0.9,67,6.7,Au,-0.0,0.0,1.33398716,Au,0.0,0.0,-1.33398716,Au,0.0,2.76618941,-0.0,Au,-2.17651718,-1.29521356,-0.0,Au,2.17651715,-1.29521355,-0.0,Au,-0.0,-2.76618941,0.0,Au,2.17651718,1.29521356,0.0,Au,-2.17651715,1.29521355,0.0,Au,2.58124038,-0.0,-2.31431702,Au,-1.28950258,2.25584356,-2.29265681,Au,-1.28950257,-2.25584355,-2.2926568,Au,-2.58124038,0.0,-2.31431702,Au,1.28950258,-2.25584356,-2.29265681,Au,1.28950257,2.25584355,-2.2926568,Au,-1.28950258,2.25584356,2.29265681,Au,2.58124038,-0.0,2.31431702,Au,-1.28950257,-2.25584355,2.2926568,Au,1.28950258,-2.25584356,2.29265681,Au,-2.58124038,0.0,2.31431702,Au,1.28950257,2.25584355,2.2926568
structure_957,-1555.674592,20,Au20,0.6910173375507651,0.8777843793081799,0.9,67,6.7,Au,-0.0,0.0,-1.33425064,Au,-0.0,-0.0,1.33424965,Au,-2.17575874,1.29509636,-0.00028949,Au,6.03e-06,-2.76797519,-2.11e-06,Au,2.17566161,1.29503972,0.00027907,Au,2.17575874,-1.29509636,-0.00028949,Au,-6.03e-06,2.76797519,-2.11e-06,Au,-2.17566161,-1.29503972,0.00027907,Au,2.57904249,0.00066731,-2.31546035,Au,-1.28929165,2.25620948,-2.29246353,Au,-1.28968308,-2.25785186,-2.29174475,Au,-2.57904249,-0.00066731,-2.31546035,Au,1.28929165,-2.25620948,-2.29246353,Au,1.28968308,2.25785186,-2.29174475,Au,-1.28963376,2.25777443,2.29173499,Au,2.57905483,-0.00064987,2.31546077,Au,-1.28934863,-2.25628557,2.29248588,Au,1.28963376,-2.25777443,2.29173499,Au,-2.57905483,0.00064987,2.31546077,Au,1.28934863,2.25628557,2.29248588
structure_820,-1553.490919,20,Au20,0.712003493732852,0.9504353784242662,0.8,52,5.2,Au,-2.73988291,0.18045054,2.54719392,Au,2.73988291,-0.18045054,2.54719392,Au,-0.18045054,-2.73988291,2.54719392,Au,0.18045054,2.73988291,2.54719392,Au,-2.11955361,2.41862496,1.34691934,Au,2.11955361,-2.41862496,1.34691934,Au,-2.41862496,-2.11955361,1.34691934,Au,2.41862496,2.11955361,1.34691934,Au,0.12255594,1.85589292,-2.6090567,Au,-0.12255594,-1.85589292,-2.6090567,Au,-1.85589292,0.12255594,-2.6090567,Au,1.85589292,-0.12255594,-2.6090567,Au,-2.40741963,-2.10980592,-1.31317002,Au,2.40741963,2.10980592,-1.31317002,Au,2.10980592,-2.40741963,-1.31317002,Au,-2.10980592,2.40741963,-1.31317002,Au,0.12870188,1.9546715,0.02811345,Au,-0.12870188,-1.9546715,0.02811345,Au,-1.9546715,0.12870188,0.02811345,Au,1.9546715,-0.12870188,0.02811345
structure_849,-1554.97959,20,Au20,0.6496782841006269,0.8956429997493415,0.7,63,6.3,Au,-0.00485051,-0.00085502,-2.3122134,Au,-0.00485051,-0.00085502,2.3122134,Au,3.1232102,0.50656975,0.0,Au,-1.98834519,2.4598295,-0.0,Au,-1.10936264,-2.96147638,-0.0,Au,0.53267452,1.45437557,-0.0,Au,-1.58569905,-0.25715609,0.0,Au,0.96509993,-1.212471,-0.0,Au,2.04293377,1.66219316,2.15036467,Au,-2.45407958,0.93876023,2.18205329,Au,0.43628105,-2.63977804,2.17574903,Au,2.04293376,1.66219316,-2.15036466,Au,-2.45407957,0.93876023,-2.18205329,Au,0.43628105,-2.63977806,-2.17574903,Au,-2.03214696,-1.66606343,2.18251682,Au,2.46306951,-0.9314986,2.15008695,Au,-0.41999616,2.64240604,2.17549672,Au,-2.03214695,-1.66606343,-2.18251681,Au,2.4630695,-0.93149861,-2.15008695,Au,-0.41999616,2.64240605,-2.17549672
structure_813,-1553.104733,20,Au20,0.6810245438652859,0.9801943630052018,0.7,54,5.4,Au,-2.40385766,-2.42481304,-2.39622,Au,2.40385766,2.42481304,-2.39621999,Au,2.40385766,-2.42481305,2.39622,Au,-2.40385766,2.42481305,2.39622,Au,2.40385766,2.42481304,2.39621999,Au,-2.40385766,-2.42481304,2.39621999,Au,-2.40385766,2.42481304,-2.39622,Au,2.40385766,-2.42481304,-2.39622,Au,-0.0,-2.11133577,1.41101737,Au,1e-08,2.11133577,1.41101737,Au,-0.0,-2.11133577,-1.41101737,Au,0.0,2.11133577,-1.41101737,Au,1.40244162,0.0,-2.23841154,Au,1.40244162,0.0,2.23841154,Au,-1.40244162,-0.0,-2.23841154,Au,-1.40244162,-0.0,2.23841154,Au,-2.14363707,1.38365332,-0.0,Au,2.14363707,1.38365332,0.0,Au,-2.14363707,-1.38365332,0.0,Au,2.14363707,-1.38365332,-0.0
structure_814,-1553.104766,20,Au20,0.68085862568189,0.9798126384722606,0.7,54,5.4,Au,2.40699322,2.39485628,2.42415685,Au,-2.40699409,-2.39485596,2.4241566,Au,-2.40699106,2.39485418,-2.42415471,Au,2.40699597,-2.39485778,-2.42415862,Au,-2.40700074,-2.39486287,-2.42416313,Au,2.4070034,2.3948636,-2.42416356,Au,2.4070003,-2.39486176,2.42416157,Au,-2.40700344,2.39486435,2.42416484,Au,-1.372e-05,1.41520831,-2.11609877,Au,4.84e-06,-1.41520794,-2.11609947,Au,1.104e-05,1.41520796,2.11609945,Au,-6.72e-06,-1.41520833,2.11609875,Au,-2.13648976,-7.75e-06,1.38338739,Au,-2.13648848,8.01e-06,-1.38338818,Au,2.13648893,4.62e-06,1.38338786,Au,2.13649022,-4.94e-06,-1.38338706,Au,1.40147761,-2.23958324,-2.18e-06,Au,-1.40147755,-2.23958315,5.59e-06,Au,1.40147759,2.2395833,6.05e-06,Au,-1.40147756,2.2395831,-9.26e-06
structure_919,-1555.881308,20,Au20,0.5556757544511843,0.35079638177349615,1.0,54,5.4,Au,-0.0,0.0,-2.0463836,Au,0.0,0.0,2.0463836,Au,-3.52856696,2.03721909,0.0,Au,0.0,-4.07443817,0.0,Au,3.52856696,2.03721909,-0.0,Au,3.52874765,-2.0373234,-0.0,Au,-0.0,4.07464682,-0.0,Au,-3.52874765,-2.0373234,0.0,Au,-1.3101461,2.26921473,1.40081254,Au,-1.31012455,-2.26922716,1.40081254,Au,2.62027065,1.244e-05,1.40081254,Au,-1.3101461,2.26921473,-1.40081254,Au,-1.31012455,-2.26922716,-1.40081254,Au,2.62027065,1.244e-05,-1.40081254,Au,-2.62027065,1.244e-05,1.40081254,Au,1.3101461,2.26921473,1.40081254,Au,1.31012455,-2.26922716,1.40081254,Au,-2.62027065,1.244e-05,-1.40081254,Au,1.3101461,2.26921473,-1.40081254,Au,1.31012455,-2.26922716,-1.40081254
structure_825,-1555.915113,20,Au20,0.5538666018503919,0.3462966699911381,1.0,54,5.4,Au,-0.00268065,-0.00116583,-2.04417013,Au,0.00267041,0.00123287,2.04418752,Au,-1.46088025,2.1917943,1.40710931,Au,-1.1641067,-2.36140884,1.40917658,Au,2.63074971,0.17187176,1.40227509,Au,1.46080193,-2.19163667,-1.40705212,Au,1.16420408,2.3614258,-1.40923696,Au,-2.63079604,-0.17194928,-1.40233997,Au,-3.66002851,1.80722877,0.00373847,Au,0.26529547,-4.07344478,0.00193121,Au,3.39490648,2.26658585,-0.00583837,Au,3.66002991,-1.80717722,-0.00369638,Au,-0.26534264,4.07340802,-0.00200036,Au,-3.39497672,-2.26666789,0.00590179,Au,-1.44754791,2.16469986,-1.37432694,Au,-1.15442853,-2.33564564,-1.37221422,Au,2.59623413,0.16849251,-1.37842022,Au,1.44762354,-2.16477795,1.37435666,Au,1.15445866,2.33563433,1.37219768,Au,-2.59618635,-0.16849996,1.37842138
structure_936,-1555.915122,20,Au20,0.5537608820644984,0.3460666315421934,1.0,54,5.4,Au,-0.00504803,-1.62e-06,2.04192644,Au,0.00504802,-1.63e-06,-2.04192644,Au,2.60756303,-1.68e-05,-1.36925188,Au,-1.29939445,2.25569622,-1.37819213,Au,-1.29939094,-2.25570035,-1.37818915,Au,1.29939175,-2.25569993,1.37818915,Au,-2.60756303,-1.801e-05,1.36925188,Au,1.29939365,2.25569665,1.37819214,Au,-2.63048705,-8.8e-07,-1.41196371,Au,1.31991687,-2.28078993,-1.40284402,Au,1.31991105,2.28079806,-1.40284466,Au,-1.31991017,2.28079862,1.40284468,Au,2.63048705,-1.62e-06,1.41196371,Au,-1.31991776,-2.28078938,1.40284401,Au,3.53530578,-2.04116907,0.00802428,Au,-0.0,4.08211734,1.8e-07,Au,-3.53530572,-2.04116898,-0.00802391,Au,-3.53531161,2.04117982,-0.00803145,Au,1e-08,-4.08210825,-1.9e-07,Au,3.53531155,2.04117973,0.00803107
structure_952,-1555.942376,20,Au20,0.5523765047426662,0.34256273278065186,1.0,54,5.4,Au,-0.0,-2e-08,2.03951376,Au,0.0,7e-08,-2.03957442,Au,-3.54018705,2.04392792,-8.887e-05,Au,-0.0,-4.08785589,-8.888e-05,Au,3.54018705,2.04392792,-8.887e-05,Au,3.54002491,-2.04383434,0.00011354,Au,-0.0,4.08766864,0.00011351,Au,-3.54002491,-2.04383434,0.00011354,Au,2.61831341,5.507e-05,1.38271532,Au,-1.30920456,2.26749837,1.38271528,Au,-1.30910897,-2.26755357,1.38271545,Au,1.30910897,-2.26755357,1.38271545,Au,-2.61831341,5.507e-05,1.38271532,Au,1.30920456,2.26749837,1.38271528,Au,-2.61814738,2.151e-05,-1.38271763,Au,1.3090552,-2.2673928,-1.38271753,Au,1.30909203,2.26737143,-1.38271755,Au,-1.30909203,2.26737143,-1.38271755,Au,2.61814738,2.151e-05,-1.38271762,Au,-1.3090552,-2.2673928,-1.38271753
structure_316,-1555.942377,20,Au20,0.5523760247024021,0.3425645770209689,1.0,54,5.4,Au,0.0,-0.0,2.03929656,Au,-0.0,-0.0,-2.03929656,Au,-0.0,4.08768385,0.0,Au,-3.54003806,-2.04384193,-0.0,Au,3.54003806,-2.04384193,0.0,Au,-0.0,-4.08768385,0.0,Au,3.54003806,2.04384193,-0.0,Au,-3.54003806,2.04384193,0.0,Au,-2.6181853,-0.0,1.3827479,Au,1.30909265,-2.26741498,1.3827479,Au,1.30909265,2.26741498,1.3827479,Au,2.6181853,-0.0,1.3827479,Au,-1.30909265,2.26741498,1.3827479,Au,-1.30909265,-2.26741498,1.3827479,Au,1.30909265,-2.26741498,-1.3827479,Au,-2.6181853,-0.0,-1.3827479,Au,1.30909265,2.26741498,-1.3827479,Au,-1.30909265,2.26741498,-1.3827479,Au,2.6181853,-0.0,-1.3827479,Au,-1.30909265,-2.26741498,-1.3827479
structure_918,-1555.942374,20,Au20,0.5523605455423615,0.3425313075313351,1.0,54,5.4,Au,0.0,0.0,2.03899709,Au,0.0,0.0,-2.03899709,Au,3.54004624,-2.04384665,-0.0,Au,-0.0,4.08769331,-0.0,Au,-3.54004624,-2.04384665,-0.0,Au,-3.54007822,2.04386512,-0.0,Au,0.0,-4.08773023,0.0,Au,3.54007822,2.04386512,-0.0,Au,-1.30910644,2.2673579,-1.38272329,Au,-1.30903632,-2.26739838,-1.38272329,Au,2.61814276,4.048e-05,-1.38272329,Au,-1.30910644,2.2673579,1.38272329,Au,-1.30903632,-2.26739838,1.38272329,Au,2.61814276,4.048e-05,1.38272329,Au,-2.61814276,4.048e-05,-1.38272329,Au,1.30910644,2.2673579,-1.38272329,Au,1.30903632,-2.26739838,-1.38272329,Au,-2.61814276,4.048e-05,1.38272329,Au,1.30910644,2.2673579,1.38272329,Au,1.30903632,-2.26739838,1.38272329
structure_934,-1555.942374,20,Au20,0.5523428721481463,0.34249348506871435,1.0,54,5.4,Au,8e-08,-0.0,-2.03870695,Au,-8e-08,0.0,2.03870695,Au,2.6180096,-0.0,-1.38284667,Au,-1.3090126,2.26726809,-1.3828569,Au,-1.3090126,-2.26726809,-1.3828569,Au,1.3090126,-2.26726809,1.3828569,Au,-2.6180096,-0.0,1.38284667,Au,1.3090126,2.26726809,1.3828569,Au,2.61846375,-0.0,1.38263705,Au,-1.30923903,2.26765012,1.38264344,Au,-1.30923904,-2.26765012,1.38264344,Au,1.30923904,-2.26765012,-1.38264344,Au,-2.61846375,-1e-08,-1.38263705,Au,1.30923903,2.26765012,-1.38264344,Au,-3.5401469,2.04390762,1.36e-06,Au,0.0,-4.08781101,-0.0,Au,3.5401469,2.04390762,-1.36e-06,Au,3.5401469,-2.04390762,-1.36e-06,Au,-0.0,4.08781101,0.0,Au,-3.5401469,-2.04390762,1.36e-06
structure_959,-1555.942366,20,Au20,0.5523301708983148,0.3424458864752788,1.0,54,5.4,Au,-0.0,-0.0,-2.0396393,Au,0.0,0.0,2.0396393,Au,-4.08807799,-0.0,0.0,Au,2.04403786,-3.54037632,-2e-07,Au,2.04403786,3.54037632,2e-07,Au,4.088078,0.0,-0.0,Au,-2.04403786,3.54037632,-2e-07,Au,-2.04403786,-3.54037632,2e-07,Au,-2.26776005,-1.30912459,-1.38253953,Au,2.26761009,-1.30938306,-1.38253868,Au,0.00014888,2.61849784,-1.38253729,Au,2.26776005,1.3091246,-1.38253953,Au,-2.26761009,1.30938306,-1.38253868,Au,-0.00014888,-2.61849784,-1.38253729,Au,0.00014888,-2.61849784,1.38253729,Au,-2.26776005,1.30912459,1.38253953,Au,2.26761009,1.30938306,1.38253868,Au,-0.00014888,2.61849784,1.38253729,Au,2.26776005,-1.3091246,1.38253953,Au,-2.26761009,-1.30938306,1.38253868
structure_315,-1555.942373,20,Au20,0.5523247326206682,0.3424508483328882,1.0,54,5.4,Au,0.0,0.0,2.03818676,Au,-0.0,-0.0,-2.03818676,Au,-0.0,-4.08766333,-0.0,Au,3.54002023,2.04383172,-0.0,Au,-3.54002023,2.04383172,0.0,Au,0.0,4.08766333,-0.0,Au,-3.54002023,-2.04383172,0.0,Au,3.54002023,-2.04383172,0.0,Au,-2.618308,-0.0,-1.38274274,Au,1.30915357,-2.26752122,-1.38274233,Au,1.30915357,2.26752122,-1.38274233,Au,2.618308,-0.0,-1.38274274,Au,-1.30915357,2.26752122,-1.38274233,Au,-1.30915357,-2.26752122,-1.38274233,Au,1.30915357,-2.26752122,1.38274233,Au,-2.618308,-0.0,1.38274274,Au,1.30915357,2.26752122,1.38274233,Au,-1.30915357,2.26752122,1.38274233,Au,2.618308,-0.0,1.38274274,Au,-1.30915357,-2.26752122,1.38274233
structure_85,-1549.369581,20,Au20,0.7992555883321963,0.9349365309570208,1.0,43,4.3,Au,0.0,-0.0,3.80537498,Au,0.0,0.0,-3.80537498,Au,0.0,0.0,-1.25712071,Au,-0.0,-0.0,1.25712071,Au,1.68924392,1.68924392,-2.25684935,Au,-1.68924392,-1.68924392,-2.25684935,Au,-1.68924392,1.68924392,-2.25684935,Au,1.68924392,-1.68924392,-2.25684935,Au,-1.68924392,1.68924392,2.25684935,Au,1.68924392,-1.68924392,2.25684935,Au,1.68924392,1.68924392,2.25684935,Au,-1.68924392,-1.68924392,2.25684935,Au,3.1082209,1.28993882,-0.0,Au,-3.1082209,-1.28993882,0.0,Au,-1.28993882,3.1082209,0.0,Au,1.28993882,-3.1082209,0.0,Au,-3.1082209,1.28993882,-0.0,Au,3.1082209,-1.28993882,-0.0,Au,1.28993882,3.1082209,-0.0,Au,-1.28993882,-3.1082209,-0.0
structure_84,-1549.369602,20,Au20,0.7989679697513492,0.9341937811970242,1.0,43,4.3,Au,0.0,-0.0,1.25707927,Au,-0.0,-0.0,-1.25707927,Au,0.0,-0.0,-3.80545555,Au,0.0,0.0,3.80545555,Au,-1.68886498,-1.68886498,-2.25793667,Au,1.68886498,1.68886498,-2.25793667,Au,1.68886498,-1.68886498,-2.25793667,Au,-1.68886498,1.68886498,-2.25793667,Au,1.68886498,-1.68886498,2.25793667,Au,-1.68886498,1.68886498,2.25793667,Au,-1.68886498,-1.68886498,2.25793667,Au,1.68886498,1.68886498,2.25793667,Au,-1.28990937,3.107982,-0.0,Au,1.28990937,-3.107982,-0.0,Au,-3.107982,-1.28990937,-0.0,Au,3.107982,1.28990937,0.0,Au,1.28990937,3.107982,-0.0,Au,-1.28990937,-3.107982,-0.0,Au,3.107982,-1.28990937,0.0,Au,-3.107982,1.28990937,0.0
structure_87,-1549.369596,20,Au20,0.7988227749507342,0.9338170006052129,1.0,43,4.3,Au,-0.0,0.0,1.25700144,Au,-1e-08,1e-08,-1.25700145,Au,-0.0,-0.0,3.80532464,Au,-0.0,0.0,-3.80532464,Au,1.6885623,1.68856231,-2.25871661,Au,-1.68856229,-1.68856231,-2.25871661,Au,-1.68881352,1.68881353,-2.25818803,Au,1.68881351,-1.68881352,-2.25818802,Au,-1.68881352,1.68881353,2.25818803,Au,1.68881351,-1.68881353,2.25818803,Au,1.6885623,1.68856231,2.25871661,Au,-1.68856229,-1.68856231,2.25871661,Au,-3.10796703,1.28988645,-0.0,Au,3.10796703,-1.28988645,0.0,Au,-1.28987824,-3.10777562,0.0,Au,1.28987824,3.10777561,-0.0,Au,3.10777561,1.28987823,0.0,Au,-3.10777559,-1.28987823,0.0,Au,1.28988645,-3.10796703,0.0,Au,-1.28988645,3.10796703,-0.0
structure_950,-1555.845105,20,Au20,0.5326197457564633,0.8922689231030664,0.35,67,6.7,Au,-1e-08,-1e-08,-0.34250054,Au,3e-08,-2e-08,-2.97907965,Au,-2.28381435,1.31857881,-2.03776888,Au,-1.419e-05,-2.63712933,-2.03776866,Au,2.28382856,1.31855416,-2.03776889,Au,2.1768099,-1.25676597,-2.01591734,Au,-1.545e-05,2.51355511,-2.01591726,Au,-2.17679445,-1.25679279,-2.01591732,Au,1.31879839,-0.7614089,2.34490116,Au,2.5e-07,1.52281738,2.34490117,Au,-1.31879864,-0.76140847,2.34490116,Au,-2.67265524,1.54305772,2.35451591,Au,3.7e-07,-3.08611624,2.3545162,Au,2.67265487,1.54305837,2.35451591,Au,2.71950615,0.00010489,0.23072912,Au,-1.35984392,2.35510898,0.23072881,Au,-1.35966229,-2.35521378,0.23072856,Au,1.35966193,-2.3552148,0.23073322,Au,-2.71950687,0.00010569,0.23073383,Au,1.35984495,2.35510919,0.23073347
structure_947,-1555.845086,20,Au20,0.5325956511964589,0.8922181164854626,0.35,67,6.7,Au,2.3e-07,0.00115351,0.21101773,Au,5e-07,-0.00148804,2.8478092,Au,-2.28515284,1.31800119,1.90778115,Au,1.401e-05,-2.63641618,1.90735823,Au,2.28510352,1.318061,1.90778118,Au,2.17750292,-1.25734646,1.88451018,Au,5.27e-05,2.51039709,1.88694098,Au,-2.17751977,-1.25730285,1.88450715,Au,-2.6711246,1.54458494,-2.48503872,Au,-1.91e-06,-3.08714963,-2.48581395,Au,2.67112294,1.54458321,-2.48503112,Au,1.31879733,-0.76188502,-2.47626612,Au,1.73e-06,1.52206834,-2.47265674,Au,-1.31879655,-0.76188761,-2.47626871,Au,-2.71885683,0.00072456,-0.36183186,Au,1.3591265,-2.35488918,-0.36201018,Au,1.36026835,2.35647539,-0.35968539,Au,-1.36026947,2.3564775,-0.35969205,Au,2.7188578,0.00072862,-0.36184799,Au,-1.35912656,-2.35489036,-0.36201649
structure_322,-1551.880711,20,Au20,0.6813724942604775,0.5952966818501925,1.0,42,4.2,Au,0.0,-0.0,3.18023648,Au,-0.0,0.0,-3.18023648,Au,-2.70486681,-0.0,0.0,Au,1.32402504,-2.32135861,-0.0,Au,1.32402503,2.32135862,0.0,Au,2.70486681,0.0,0.0,Au,-1.32402504,2.32135861,-0.0,Au,-1.32402503,-2.32135862,-0.0,Au,-2.67685958,0.0,-2.60995296,Au,1.29699099,-2.20477296,-2.59949619,Au,1.29699099,2.20477296,-2.59949619,Au,2.67685958,-0.0,-2.60995296,Au,-1.29699099,2.20477296,-2.59949619,Au,-1.29699099,-2.20477296,-2.59949619,Au,1.29699099,-2.20477296,2.59949619,Au,-2.67685958,0.0,2.60995296,Au,1.29699099,2.20477296,2.59949619,Au,-1.29699099,2.20477296,2.59949619,Au,2.67685958,-0.0,2.60995296,Au,-1.29699099,-2.20477296,2.59949619
structure_325,-1551.880754,20,Au20,0.6813500571859878,0.5952176047635719,1.0,42,4.2,Au,-0.0,0.0,-3.17770647,Au,0.0,-0.0,3.17770647,Au,2.70921118,-3.5e-07,0.0,Au,-1.32431307,2.31937619,0.0,Au,-1.32431342,-2.31937682,-0.0,Au,-2.70921118,3.5e-07,-0.0,Au,1.32431307,-2.31937619,0.0,Au,1.32431342,2.31937682,-0.0,Au,2.67656357,2.9e-07,-2.60991762,Au,-1.29717083,2.20514385,-2.59965413,Au,-1.29717118,-2.20514404,-2.59965424,Au,-2.67656357,-2.9e-07,-2.60991762,Au,1.29717083,-2.20514385,-2.59965413,Au,1.29717118,2.20514404,-2.59965424,Au,-1.29717083,2.20514385,2.59965413,Au,2.67656357,2.9e-07,2.60991762,Au,-1.29717118,-2.20514404,2.59965424,Au,1.29717083,-2.20514385,2.59965413,Au,-2.67656357,-2.9e-07,2.60991762,Au,1.29717118,2.20514404,2.59965424
structure_324,-1551.880767,20,Au20,0.6810928256239945,0.594612582329629,1.0,42,4.2,Au,-0.0,0.0,-3.17847806,Au,0.0,-0.0,3.17847806,Au,-2.71285397,0.0,-0.0,Au,1.32469913,-2.3165267,-0.0,Au,1.32469913,2.3165267,-0.0,Au,2.71285397,-0.0,0.0,Au,-1.32469913,2.3165267,0.0,Au,-1.32469913,-2.3165267,0.0,Au,-2.67703496,-0.0,2.60969316,Au,1.2970586,-2.20509113,2.59980215,Au,1.2970586,2.20509113,2.59980215,Au,2.67703496,0.0,2.60969316,Au,-1.2970586,2.20509113,2.59980215,Au,-1.2970586,-2.20509113,2.59980215,Au,1.2970586,-2.20509113,-2.59980215,Au,-2.67703496,-0.0,-2.60969316,Au,1.2970586,2.20509113,-2.59980215,Au,-1.2970586,2.20509113,-2.59980215,Au,2.67703496,0.0,-2.60969316,Au,-1.2970586,-2.20509113,-2.59980215
structure_331,-1555.507573,20,Au20,0.5421564957662015,0.7733974195121646,0.44999999999999996,58,5.8,Au,-0.0,0.0,2.98854363,Au,-0.0,-0.0,-1.03092642,Au,2.2687201,-1.2916642,2.13752488,Au,3e-08,2.56327833,2.22782685,Au,-2.26872007,-1.29166422,2.13752488,Au,-2.2687201,1.2916642,2.13752488,Au,-3e-08,-2.56327833,2.22782685,Au,2.26872007,1.29166422,2.13752488,Au,1.93444157,-1.29543541,-2.40490641,Au,-1e-08,3.03955061,-2.31879413,Au,-1.93444158,-1.29543539,-2.40490642,Au,-1.93444157,1.29543541,-2.40490641,Au,1e-08,-3.03955061,-2.31879413,Au,1.93444158,1.29543539,-2.40490642,Au,-2.57784632,0.0,-0.17564347,Au,1.32050187,-2.38552757,-0.08871739,Au,1.32050186,2.38552757,-0.08871738,Au,2.57784632,-0.0,-0.17564347,Au,-1.32050187,2.38552757,-0.08871739,Au,-1.32050186,-2.38552757,-0.08871738
structure_350,-1557.20946,20,Au20,0.47635760290392,0.9999208760150684,0.0,60,6.0,Au,0.95069415,-0.995015,0.97293995,Au,-0.95069414,0.995015,0.97293995,Au,-0.99501488,-0.95069403,-0.97294011,Au,0.99501488,0.95069403,-0.97294011,Au,-0.9549562,-0.91280836,2.83755584,Au,0.9549562,0.91280836,2.83755584,Au,-0.91280835,0.9549562,-2.83755569,Au,0.91280835,-0.9549562,-2.83755569,Au,0.99826484,2.81536038,0.93395014,Au,-0.99826484,-2.81536039,0.93395014,Au,2.81536027,-0.99826484,-0.93395014,Au,-2.81536027,0.99826484,-0.93395014,Au,-0.86915009,2.85788332,-0.93460113,Au,0.86915009,-2.85788332,-0.93460113,Au,2.85788344,0.86915008,0.93460114,Au,-2.85788344,-0.86915008,0.93460114,Au,2.71205222,-2.83756085,-2.77547148,Au,-2.71205222,2.83756085,-2.77547148,Au,-2.83756085,-2.71205222,2.77547148,Au,2.83756085,2.71205222,2.77547148
structure_351,-1557.196241,20,Au20,0.47430001615592193,0.9948561036780962,0.0,60,6.0,Au,2.14765894,-3.2853813,-2.77408248,Au,-2.14765895,3.2853813,-2.77408247,Au,-3.28538124,-2.14765325,2.77408354,Au,3.28538124,2.14765325,2.77408353,Au,1.50708633,2.60287343,0.92657803,Au,-1.50708633,-2.60287343,0.92657804,Au,2.60288245,-1.50708853,-0.92657771,Au,-2.60288245,1.50708851,-0.92657771,Au,-1.16752519,-0.7481468,-0.97423686,Au,1.1675252,0.74814678,-0.97423681,Au,-0.74815099,1.16751457,0.97428242,Au,0.74815098,-1.16751457,0.97428243,Au,0.72319682,-1.10558306,-2.83457542,Au,-0.7231968,1.10558307,-2.83457542,Au,-1.10558174,-0.72319304,2.83452204,Au,1.10558173,0.72319305,2.83452199,Au,2.96751035,0.32600872,0.93987126,Au,-2.96751035,-0.32600874,0.93987125,Au,0.32601159,-2.96750473,-0.93986483,Au,-0.3260116,2.96750476,-0.93986482
structure_750,-1550.651153,20,Au20,0.7139365212060294,0.838921581484373,1.0,59,5.9,Au,2e-08,1e-08,3.81544471,Au,0.0,2e-08,-3.8154288,Au,-2e-07,9.2e-07,-1.26190658,Au,1.48e-06,2.5e-07,1.26188649,Au,-1.83836046,-1.53765946,8e-08,Au,1.8383603,1.53765938,1.2e-07,Au,1.53765943,-1.83836036,1.7e-07,Au,-1.53765941,1.8383604,3e-08,Au,-3.68203634,0.32188305,1e-08,Au,3.68203636,-0.32188305,-2e-08,Au,-0.32188305,-3.68203636,-0.0,Au,0.32188305,3.68203633,0.0,Au,2.34194079,-0.43869375,2.26468942,Au,-2.34194214,0.43869396,2.26469003,Au,0.43869382,2.34194123,2.26468961,Au,-0.43869389,-2.34194169,2.26468984,Au,-2.34193838,0.4386934,-2.26468869,Au,2.34193877,-0.43869346,-2.26468886,Au,-0.43869351,-2.34193898,-2.26468896,Au,0.43869336,2.34193817,-2.26468859
