structure_id,energy,n_atoms,cluster_type,neatness_score,compactness,symmetry_score,robustness_score,n_bonds,avg_coordination,max_coordination,min_coordination,atom_1_element,atom_1_x,atom_1_y,atom_1_z,atom_2_element,atom_2_x,atom_2_y,atom_2_z,atom_3_element,atom_3_x,atom_3_y,atom_3_z,atom_4_element,atom_4_x,atom_4_y,atom_4_z,atom_5_element,atom_5_x,atom_5_y,atom_5_z,atom_6_element,atom_6_x,atom_6_y,atom_6_z,atom_7_element,atom_7_x,atom_7_y,atom_7_z,atom_8_element,atom_8_x,atom_8_y,atom_8_z,atom_9_element,atom_9_x,atom_9_y,atom_9_z,atom_10_element,atom_10_x,atom_10_y,atom_10_z,atom_11_element,atom_11_x,atom_11_y,atom_11_z,atom_12_element,atom_12_x,atom_12_y,atom_12_z,atom_13_element,atom_13_x,atom_13_y,atom_13_z,atom_14_element,atom_14_x,atom_14_y,atom_14_z,atom_15_element,atom_15_x,atom_15_y,atom_15_z,atom_16_element,atom_16_x,atom_16_y,atom_16_z,atom_17_element,atom_17_x,atom_17_y,atom_17_z,atom_18_element,atom_18_x,atom_18_y,atom_18_z,atom_19_element,atom_19_x,atom_19_y,atom_19_z,atom_20_element,atom_20_x,atom_20_y,atom_20_z
948.xyz,-1554.917773,20,Au20,0.3279588636450472,0.4705075186073101,0.125,0.6635246197311014,54,5.4,7,3,Au,4e-08,-7.413e-05,3.38062984,Au,1.9e-07,2.375e-05,-2.4601853,Au,2.25160243,-1.29993646,-1.2675254,Au,3e-08,2.60008115,-1.26740735,Au,-2.25160261,-1.29993661,-1.26752533,Au,-2.19822215,1.26918886,-1.85011983,Au,-7e-08,-2.53835721,-1.8501782,Au,2.19822237,1.26918907,-1.85011964,Au,3.57347245,-2.06313314,0.89505079,Au,-6e-08,4.12630507,0.89532116,Au,-3.57347249,-2.06313309,0.89505105,Au,1.32348535,-0.76410128,1.2510759,Au,-1e-08,1.52805208,1.25122048,Au,-1.32348536,-0.76410126,1.25107596,Au,-2.16193285,2.75988982,0.33232474,Au,-1.30916305,-3.25225199,0.33220821,Au,3.47109258,0.49232875,0.33228498,Au,-3.47109257,0.49232871,0.33228482,Au,2.16193284,2.75988988,0.33232499,Au,1.30916295,-3.25225199,0.33220811
304.xyz,-1554.876582,20,Au20,0.28001574508735333,0.48879006149226595,0.0,0.7021064226946812,55,5.5,9,3,Au,3.22466074,0.03209131,1.19738316,Au,-2.59180208,0.26810406,0.15531488,Au,0.49680545,0.33760247,-1.73973438,Au,-2.01801173,-0.84122131,-2.2057636,Au,1.94878967,1.9394964,-0.15056364,Au,-0.59332055,-1.65802831,-0.16732702,Au,2.00201621,-1.48476926,-0.54811232,Au,-0.75142963,2.15013876,-0.21005279,Au,0.40350436,-2.14376874,-2.57687503,Au,-1.55784109,1.68243978,-2.70683365,Au,0.68748755,2.93306721,-2.25128228,Au,-1.75405536,-3.44906533,-1.95106059,Au,-3.15099298,-2.26423314,-0.10690929,Au,3.85088709,2.51973079,1.58459451,Au,-2.78856132,2.5823681,1.37842432,Au,2.9904167,-2.52384333,1.63858765,Au,0.86878072,-1.02159483,1.98694677,Au,-0.93270979,0.88345794,2.10994573,Au,1.54541802,1.6131308,2.44966246,Au,-1.88004199,-1.55510338,2.11365509
891.xyz,-1554.834936,20,Au20,0.3560081440223884,0.6207116311877684,0.075,0.7238916496761539,61,6.1,11,4,Au,-2.42942575,-0.0,-0.43362048,Au,0.93032658,-0.0,-3.6185563,Au,-0.0973205,0.0,1.39538046,Au,0.56093367,-0.0,-1.06845133,Au,-0.75601882,-0.0,3.88158759,Au,1.8245594,-0.0,3.16317024,Au,2.67079123,-1.30377276,-1.99555273,Au,2.67079123,1.30377276,-1.99555273,Au,0.62092575,-2.66929331,-1.03988469,Au,0.62092575,2.66929331,-1.03988469,Au,-2.28432766,1.3126285,1.98903478,Au,-2.28432766,-1.3126285,1.98903478,Au,-0.02512297,2.64343791,1.52484298,Au,-0.02512297,-2.64343791,1.52484298,Au,2.12480659,1.31762862,0.70980066,Au,2.12480659,-1.31762862,0.70980066,Au,-1.91101663,2.57138761,-0.31929947,Au,-1.91101663,-2.57138761,-0.31929947,Au,-1.21258361,-1.31407671,-2.52869662,Au,-1.21258361,1.31407671,-2.52869662
985.xyz,-1554.812138,20,Au20,0.19770043232486237,0.2762786280863557,0.0,0.6787666033171101,59,5.9,9,4,Au,-1.24461557,0.11225715,0.94746565,Au,1.2949482,-0.21143529,1.34449014,Au,0.11136967,-1.24471378,-0.94829583,Au,-0.21067982,1.2951509,-1.34518565,Au,-2.85219841,1.14815268,-0.83509429,Au,2.74176838,-1.04168147,-0.72605905,Au,-0.76392829,-3.72709524,-0.99393632,Au,0.76651424,3.71148436,-0.99210353,Au,3.71206444,0.76425623,0.99305881,Au,-3.72758467,-0.7616369,0.9949229,Au,1.14688448,-2.85255036,0.83425948,Au,-1.03996326,2.74230621,0.72559401,Au,2.40468533,1.53861112,-1.15945908,Au,-2.46936663,-1.50537945,-1.14882612,Au,-1.76249516,3.39784762,-1.70317295,Au,1.68258982,-3.22164355,-1.72734102,Au,-3.22091264,1.68517933,1.72603916,Au,3.39709919,-1.76475019,1.70249561,Au,1.53984475,2.40397717,1.16115903,Au,-1.50602405,-2.46833655,1.14998904
9.xyz,-1554.810396,20,Au20,0.4181874519200503,0.8237151590074576,0.0,0.734383392742851,57,5.7,9,3,Au,-3.45053383,-0.6240154,-2.12235028,Au,3.45053379,0.62401539,-2.12235025,Au,0.13443058,-3.30844042,-0.98096407,Au,-0.13443059,3.30844043,-0.98096409,Au,2.75368507,0.09444711,0.33820883,Au,-2.75368515,-0.09444709,0.33820884,Au,0.42746913,1.31964341,0.64994999,Au,-0.42746888,-1.31964526,0.64995186,Au,1.31690666,-0.49481838,2.47458712,Au,-1.3169067,0.49481834,2.47458716,Au,0.69617057,1.90039095,3.35656966,Au,-0.69617057,-1.90039093,3.35656962,Au,-0.81014618,-1.02818529,-2.0867661,Au,0.8101467,1.02818613,-2.08676702,Au,1.79115336,-1.37796559,-1.67192262,Au,-1.79115387,1.37796662,-1.67192351,Au,-2.38680413,-2.57055236,-0.69367001,Au,2.38680409,2.57055232,-0.69367003,Au,1.96394376,-2.43021514,0.73635745,Au,-1.96394383,2.43021518,0.73635746
11.xyz,-1554.756643,20,Au20,0.24811135751101873,0.35953299678134326,0.1,0.6870873372205072,59,5.9,10,2,Au,2.78985905,0.4751694,-0.07306173,Au,-2.78985905,-0.47516941,-0.07306172,Au,0.3784528,1.3410606,0.48546847,Au,-0.37845279,-1.34106057,0.48546847,Au,-4.64300592,1.36731822,-0.23051073,Au,4.64300591,-1.36731822,-0.23051077,Au,0.34737495,-3.35574732,-1.05546347,Au,-0.34737486,3.35574729,-1.05546346,Au,-2.12440132,-3.23662373,-0.07574314,Au,2.12440118,3.23662364,-0.07574343,Au,2.18709251,-2.10737384,0.37002626,Au,-2.18709252,2.10737382,0.37002631,Au,-1.42773104,-1.68791216,-2.04298003,Au,1.42773111,1.68791254,-2.04297983,Au,1.06618441,-0.87692463,-1.73472866,Au,-1.06618449,0.87692444,-1.73472867,Au,2.53170286,1.90360555,2.11633968,Au,-2.53170284,-1.90360566,2.11633956,Au,-1.34886184,0.41166314,2.24065347,Au,1.34886189,-0.41166311,2.24065346
688.xyz,-1554.73131,20,Au20,0.200722550164335,0.2893461006133824,0.05,0.7130661673194028,62,6.2,12,2,Au,0.34524122,-0.0,0.90936003,Au,0.19671549,-0.0,-4.13024097,Au,-2.65257748,-0.0,3.85006538,Au,2.66550785,0.0,-4.91378859,Au,-2.27959131,-0.0,1.25097318,Au,2.34485925,0.0,-2.33356299,Au,2.87301706,-0.0,0.35962582,Au,-0.39223995,0.0,-1.56228071,Au,-2.29833551,-0.0,-3.32326892,Au,1.7484472,0.0,3.14090911,Au,-0.89722105,-2.29215462,0.53885293,Au,-0.89722105,2.29215462,0.53885293,Au,-0.58296642,-1.35428852,3.00918382,Au,1.35204593,-1.90822767,-0.83654042,Au,1.35204593,1.90822767,-0.83654042,Au,-0.58296642,1.35428852,3.00918382,Au,-2.72643902,1.31069541,-1.06716328,Au,1.57905866,2.18054863,1.73177128,Au,1.57905866,-2.18054863,1.73177128,Au,-2.72643902,-1.31069541,-1.06716328
759.xyz,-1554.689836,20,Au20,0.7703076512665519,0.9079167151393166,1.0,0.5596032640139316,56,5.6,8,5,Au,-0.54198313,1.91687141,-0.0,Au,0.54198313,-1.91687141,-0.0,Au,-1.92126931,-0.54343729,-0.0,Au,1.92126931,0.54343729,-0.0,Au,-1.56399175,-2.79817943,1.33144442,Au,1.56399175,2.79817943,1.33144442,Au,2.79774864,-1.5645545,1.33147051,Au,-2.79774864,1.5645545,1.33147051,Au,1.56399175,2.79817943,-1.33144442,Au,-1.56399175,-2.79817943,-1.33144442,Au,-2.79774864,1.5645545,-1.33147051,Au,2.79774864,-1.5645545,-1.33147051,Au,-1.81448559,-0.51320498,2.63424118,Au,1.81448559,0.51320498,2.63424118,Au,0.51353761,-1.81571081,2.63471506,Au,-0.51353761,1.81571081,2.63471506,Au,1.81448559,0.51320498,-2.63424118,Au,-1.81448559,-0.51320498,-2.63424118,Au,-0.51353761,1.81571081,-2.63471506,Au,0.51353761,-1.81571081,-2.63471506
692.xyz,-1554.687024,20,Au20,0.15309892337967895,0.15911340608668315,0.05,0.667039478235787,59,5.9,9,3,Au,-0.22248174,-0.0,2.71721492,Au,-1.06943355,0.0,-2.29756436,Au,3.12417915,-0.0,-2.97401465,Au,-3.01371403,0.0,2.48019011,Au,-1.62016362,0.0,0.26198006,Au,2.71670212,-0.0,-0.41211191,Au,0.73446609,0.0,-4.21399997,Au,0.04223195,-0.0,5.47393953,Au,-1.17227349,2.30697363,-0.89610784,Au,-1.17227349,-2.30697363,-0.89610784,Au,0.71755864,-1.33122035,0.63300012,Au,0.71755864,1.33122035,0.63300012,Au,-1.56585773,-2.15573868,1.76007515,Au,1.13644478,-1.49484423,-2.007249,Au,1.13644478,1.49484423,-2.007249,Au,-1.56585773,2.15573868,1.76007515,Au,-1.78399182,1.41173113,4.28696616,Au,2.32222642,2.09493062,-4.29450147,Au,2.32222642,-2.09493062,-4.29450147,Au,-1.78399182,-1.41173113,4.28696615
731.xyz,-1554.685882,20,Au20,0.3247446623677954,0.22014041324536066,0.5,0.5831420821719938,59,5.9,10,5,Au,-2.13937987,-0.0,0.89262677,Au,2.13937987,0.0,-0.89262677,Au,-1.48140573,0.0,-1.78317287,Au,1.48140573,0.0,1.78317287,Au,0.0,3.89057109,-0.0,Au,-0.0,-3.89057109,0.0,Au,-0.0,-1.29114464,-0.0,Au,0.0,1.29114464,-0.0,Au,2.16651748,-2.66002556,-0.83504553,Au,-2.16651748,-2.66002556,0.83504553,Au,-2.16651748,2.66002556,0.83504553,Au,2.16651748,2.66002556,-0.83504553,Au,-3.62314993,1.29917406,-0.8911166,Au,3.62314993,1.29917406,0.8911166,Au,3.62314993,-1.29917406,0.8911166,Au,-3.62314993,-1.29917406,-0.8911166,Au,-1.53220772,2.65990786,-1.74460758,Au,1.53220772,2.65990786,1.74460758,Au,1.53220772,-2.65990786,1.74460758,Au,-1.53220772,-2.65990786,-1.74460758
796.xyz,-1554.683879,20,Au20,0.16775437082717398,0.22540877640286391,0.0,0.6757507757311954,55,5.5,10,3,Au,1.74665,0.29635392,2.25229327,Au,-0.41608999,-1.08738308,1.81484118,Au,3.69822546,-1.46996312,-0.36515779,Au,-3.97526122,2.09770448,0.81336493,Au,1.02782009,2.1625469,0.4491474,Au,-0.9165815,-2.0402667,-0.58759776,Au,1.54996822,-2.86349635,-1.19022919,Au,-3.08628959,1.77423029,-1.65450058,Au,-2.27179639,-0.59508078,-2.37186991,Au,1.26384787,-0.37945652,-0.33455704,Au,-0.49379867,1.13286939,-1.54783852,Au,0.26261591,-1.17475647,-2.73345795,Au,-1.51617632,2.77543773,0.24610635,Au,1.93475115,-2.22827124,1.45842843,Au,2.81525459,2.67489745,2.27753862,Au,-2.65066094,-2.35621666,1.31770821,Au,3.45535804,1.01511084,0.37511717,Au,-2.32672092,0.08248098,0.29556789,Au,-3.50396506,4.17788478,-0.74048011,Au,3.40284927,-3.99462587,0.22557542
847.xyz,-1554.665117,20,Au20,0.439416880032534,0.8362119098276845,0.1,0.7494030835190004,69,6.9,11,5,Au,5.3e-07,-2.9e-07,-2.29235361,Au,5.3e-07,-2.9e-07,2.29235361,Au,-1.44230327,0.51554769,0.0,Au,0.27468088,-1.50683945,0.0,Au,1.16762228,0.99129913,-0.0,Au,-2.55307232,2.86354815,0.0,Au,-1.20337042,-3.64280311,-0.0,Au,3.75644474,0.77925395,-0.0,Au,2.37251334,-0.93325541,-1.46320177,Au,-0.37803414,2.52128407,-1.4632037,Au,-1.9944806,-1.5880298,-1.46320383,Au,2.37251334,-0.93325541,1.46320177,Au,-0.37803414,2.52128407,1.4632037,Au,-1.9944806,-1.5880298,1.46320383,Au,-2.45288119,1.09558026,-2.32588819,Au,0.27763892,-2.6720493,-2.3258884,Au,2.17524218,1.5764673,-2.32588874,Au,-2.45288119,1.09558026,2.32588819,Au,0.27763892,-2.6720493,2.32588839,Au,2.17524218,1.5764673,2.32588874
30.xyz,-1554.661088,20,Au20,0.2114509386780708,0.2045611148924241,0.15000000000000002,0.6361639376710606,55,5.5,7,3,Au,2.85768211,3.15503993,-1.44699705,Au,-2.85768203,-3.15503997,-1.44699716,Au,-3.27498999,2.91780466,-1.12952769,Au,3.27498992,-2.91780432,-1.12952817,Au,1.59605569,0.86824704,-1.1143403,Au,-1.59605574,-0.86824705,-1.11434021,Au,-0.92530693,1.68513428,-1.00715956,Au,0.92530688,-1.68513425,-1.00715944,Au,-1.18167999,-0.58426747,1.59368423,Au,1.18167978,0.58426753,1.5936841,Au,1.05928469,-2.07800012,1.61780146,Au,-1.05928488,2.07800018,1.61780115,Au,1.06929692,3.03177479,0.4458266,Au,-1.06929687,-3.03177492,0.44582645,Au,-3.05548432,0.82423511,0.39997641,Au,3.05548414,-0.82423544,0.39997642,Au,1.24217174,-4.13803546,-0.05644372,Au,-1.24217128,4.13803569,-0.05644411,Au,-3.35657912,-1.7543718,0.69718033,Au,3.35657926,1.75437161,0.6971803
833.xyz,-1554.654768,20,Au20,0.3718452458291213,0.7455650036605848,0.0,0.7308649617946298,56,5.6,10,2,Au,0.5637754,0.07262648,1.7e-07,Au,-0.85704735,-0.87755323,4.31193674,Au,-0.85704672,-0.8775531,-4.31193637,Au,-0.91116133,0.69853011,-2.23387215,Au,-0.9111615,0.69853004,2.23387225,Au,2.12307364,-2.04707558,2.6e-07,Au,1.66747133,2.54794537,-9e-07,Au,-2.15117959,-0.21704159,0.0,Au,3.22367636,0.44237981,-3.5e-07,Au,-1.06312166,2.1637067,1.7e-07,Au,-0.46697773,-2.44231982,1e-07,Au,4.7014693,-1.69509996,2e-07,Au,0.0059203,4.57449802,3e-07,Au,-3.10322096,-2.65883201,-3e-08,Au,0.75708037,-1.50140536,2.27552355,Au,0.14856719,3.09381805,2.13338236,Au,-1.88788181,-1.78378404,2.12435768,Au,0.75708069,-1.50140523,-2.27552321,Au,0.14856531,3.09381917,-2.13338262,Au,-1.88788128,-1.78378383,-2.12435815
944.xyz,-1554.635058,20,Au20,0.389353469135581,0.7706591528436871,0.05,0.7351200183991228,61,6.1,13,2,Au,0.0,2.77e-06,2.69410366,Au,0.0,4.45e-06,-0.49542683,Au,-2.2394561,1.29295121,2.28649314,Au,0.0,-2.58590387,2.28649342,Au,2.2394561,1.29295121,2.28649314,Au,4.0233698,-2.32289356,0.21402994,Au,0.0,4.64579711,0.21403327,Au,-4.0233698,-2.32289356,0.21402994,Au,1.927741,-1.11298172,1.22805576,Au,0.0,2.22595724,1.22806387,Au,-1.927741,-1.11298172,1.22805576,Au,-2.25739383,1.30330701,-0.33659243,Au,0.0,-2.6066171,-0.3365912,Au,2.25739383,1.30330701,-0.33659243,Au,-1.31731934,0.76056138,-2.75196403,Au,0.0,-1.5211149,-2.75196736,Au,1.31731934,0.76056138,-2.75196403,Au,2.22452241,-1.2843289,-1.37291276,Au,-0.0,2.56864345,-1.37292803,Au,-2.22452242,-1.2843289,-1.37291276
26.xyz,-1554.608889,20,Au20,0.32954578853717265,0.5662267591615125,0.025,0.6941770410054369,56,5.6,9,4,Au,1.64966665,-0.21887759,-0.21535564,Au,-2.56231538,0.08143184,-0.59332731,Au,-0.21888636,1.64957334,-0.21532539,Au,0.08143576,-2.56229124,-0.59332289,Au,2.27794437,2.27797536,0.30899845,Au,-2.54726032,-2.54726261,-0.17547848,Au,-2.48477508,2.66466534,-0.95962569,Au,2.66467387,-2.48481596,-0.95960427,Au,-1.60854365,-1.60853898,-2.4240667,Au,1.55259438,1.55262589,-2.18124636,Au,0.93861201,-0.99626453,-2.62143152,Au,-0.99628705,0.93862479,-2.6214319,Au,-0.91013409,-2.75521561,1.86146914,Au,0.40110638,2.26628374,2.25044509,Au,3.94171034,-1.16302455,0.92018527,Au,-2.13328633,1.60567288,1.59352576,Au,-1.1629997,3.94169217,0.92016987,Au,1.60566335,-2.13324752,1.59352835,Au,2.26630277,0.40112417,2.25042775,Au,-2.75522192,-0.91013094,1.8614665
940.xyz,-1554.604487,20,Au20,0.2900375526991912,0.5335817135111808,0.025,0.7048757995407732,58,5.8,12,1,Au,-1.2873419,-0.82265983,-2.29713559,Au,0.04676712,-0.10392933,0.43317766,Au,-3.54649127,-0.43085395,-0.94115626,Au,1.34629234,-0.76999757,-1.92863633,Au,-0.04965322,1.45850949,-1.74847712,Au,-1.14510134,1.19433177,2.49746864,Au,1.49048161,1.00747185,2.43035682,Au,-0.02622324,-1.13080161,2.9024821,Au,2.21670997,-1.3117447,1.49059671,Au,0.28948098,2.48235515,0.63448031,Au,-2.23248657,-0.96810554,1.39002968,Au,-2.11375977,1.51108609,0.07551091,Au,-0.00497274,-2.72317388,0.81772678,Au,2.33842313,0.95052687,-0.19465631,Au,-2.58175151,1.44422329,-2.51920751,Au,0.02862285,-3.0637392,-1.87649481,Au,4.75304291,1.72546487,-0.79084176,Au,2.28628493,-2.83584035,-0.60670874,Au,0.41726112,5.04643106,0.85276589,Au,-2.22558542,-2.6595545,-0.6212811
894.xyz,-1554.551221,20,Au20,0.4002465858044639,0.7383222377202243,0.025,0.7098629993380602,53,5.3,8,3,Au,-2.14448108,0.0,2.06691301,Au,2.28670248,-0.0,1.51202884,Au,2.46018361,0.0,-2.87776728,Au,-3.68240745,0.0,-0.10933773,Au,1.55776179,3.50302882,0.80705691,Au,1.55776179,-3.50302882,0.80705691,Au,2.10312602,-2.16326426,2.96082285,Au,2.10312602,2.16326425,2.96082285,Au,0.00797919,1.43524143,1.49010406,Au,0.00797919,-1.43524143,1.49010406,Au,-0.38798604,2.89653853,-0.81899617,Au,-0.38798604,-2.89653853,-0.81899616,Au,1.72619576,1.31014182,-0.66285574,Au,1.72619576,-1.31014182,-0.66285574,Au,0.20780691,1.32529306,-2.85896273,Au,0.20780692,-1.32529308,-2.85896273,Au,-2.22836044,-1.32518116,-1.86161894,Au,-2.22836045,1.32518117,-1.86161894,Au,-2.44652195,-2.18670656,0.64853133,Au,-2.44652195,2.18670657,0.64853134
954.xyz,-1554.545393,20,Au20,0.3252596992354926,0.5078153981432613,0.15,0.6760440736936364,58,5.8,12,3,Au,-2e-08,0.00011091,0.48106042,Au,1e-08,-0.00030545,-3.43489113,Au,-1.29317521,2.3032378,-2.70905109,Au,-1.29319195,-2.30413233,-2.70997277,Au,2.0838315,-0.00061363,-1.75933817,Au,-2.08383142,-0.00061372,-1.7593381,Au,1.29317524,2.30323784,-2.70905119,Au,1.29319212,-2.30413222,-2.70997298,Au,1.37853853,-2.18350603,-0.1027242,Au,1.37851726,2.18393293,-0.10212094,Au,-2.76992422,0.00018021,0.72784702,Au,2.7699242,0.00018015,0.72784699,Au,-1.37853857,-2.18350609,-0.10272401,Au,-1.37851724,2.18393298,-0.10212085,Au,1.30005434,1.34794776,2.43835137,Au,-3.38809728,0.00026162,3.25585095,Au,1.30003099,-1.34721104,2.43807308,Au,-1.3000311,-1.34721097,2.4380732,Au,-1.30005433,1.34794777,2.43835144,Au,3.38809715,0.00026148,3.25585095
588.xyz,-1554.545186,20,Au20,0.26962382252313183,0.4328487442715072,0.05,0.6978303065938174,60,6.0,11,4,Au,-0.23759744,-0.60648389,-3.77089994,Au,0.15417615,-0.79765742,3.86070682,Au,-0.16236585,-0.36869258,-1.09569359,Au,-0.01592135,0.15553015,1.4472653,Au,-0.08694324,-2.99455187,-0.13499161,Au,-0.1496647,2.34441477,-0.18077764,Au,2.15917337,0.9557243,0.08372475,Au,-2.28917701,0.70577212,0.1961744,Au,1.9568008,0.25548797,-2.51082499,Au,-2.40238029,0.05283601,-2.3751754,Au,-2.27408067,-0.0172765,2.79315518,Au,2.33976893,0.12656123,2.61469721,Au,1.8447849,2.78564451,-1.82397451,Au,-1.47194256,-2.42033742,-2.29543393,Au,-1.43026624,2.35929323,2.09855584,Au,1.34431678,-2.168434,1.90320241,Au,-1.25604695,-2.31085861,2.11960313,Au,1.19755316,2.43681166,2.13147021,Au,1.17691079,-2.27525264,-2.32112153,Au,-0.39709859,1.78146895,-2.73966212
889.xyz,-1554.540749,20,Au20,0.23888025900633283,0.35947885256710027,0.075,0.6942429476733767,60,6.0,12,2,Au,3.97219285,0.0,-2.84827776,Au,2.40451625,0.0,2.04741154,Au,-2.00558935,-0.0,2.10270778,Au,-1.65418365,0.0,-1.69130695,Au,0.07493073,0.0,0.51400613,Au,-1.27243308,-0.0,4.60004088,Au,1.37232523,-0.0,-3.06708477,Au,2.43703474,0.0,-0.66242135,Au,0.29748295,-1.83549626,-1.43364303,Au,0.29748295,1.83549626,-1.43364303,Au,-0.76715714,1.3172673,-3.80253879,Au,-0.76715714,-1.3172673,-3.80253879,Au,0.26503,-1.31736724,2.92125431,Au,0.26503,1.31736724,2.92125431,Au,-3.11687304,-1.30193543,0.07885825,Au,-3.11687304,1.30193543,0.07885825,Au,1.63319936,2.15716232,0.80173385,Au,1.63319936,-2.15716232,0.80173385,Au,-0.976079,2.48788957,0.93679767,Au,-0.976079,-2.48788957,0.93679767
329.xyz,-1554.514736,20,Au20,0.28446513082646163,0.3456111607902227,0.15,0.6458570746504508,56,5.6,10,4,Au,-2e-07,2.711e-05,-3.46370119,Au,-1e-07,6.3e-07,1.46551515,Au,-1.3837887,1.30952211,3.30643191,Au,-5.7e-06,-2.77964428,1.69199329,Au,1.38383152,1.30955382,3.3064268,Au,1.38379318,-1.30952014,3.30643231,Au,4.7e-06,2.77963817,1.69200488,Au,-1.38383474,-1.30955235,3.30643048,Au,-1.82833709,1.3238346,-2.04353828,Au,7.74e-06,-2.58975129,-3.48804463,Au,1.82830232,1.32390263,-2.04358141,Au,1.82833861,-1.32383544,-2.04353846,Au,-8.33e-06,2.58973841,-3.48803888,Au,-1.82830177,-1.3239023,-2.04357576,Au,-2.00753866,1.43793416,0.5736179,Au,8.92e-06,-2.79972542,-0.87779599,Au,2.00752874,1.43788948,0.57357916,Au,2.00753683,-1.43793454,0.57361733,Au,-6.72e-06,2.79971388,-0.8778152,Au,-2.00753056,-1.43788923,0.57358061
328.xyz,-1554.514728,20,Au20,0.28451858802691465,0.3457398667882637,0.15,0.6458699445359692,56,5.6,10,4,Au,1.92e-06,-8.89e-06,3.4628662,Au,2.54e-06,2.18e-06,-1.46472888,Au,-2.00762771,1.43819632,-0.57379927,Au,-0.00031526,-2.80051469,0.87788049,Au,2.00726555,1.43850846,-0.57369073,Au,2.00765,-1.43823136,-0.57385886,Au,0.00028509,2.80053165,0.8778668,Au,-2.00725454,-1.43849842,-0.57365662,Au,1.38412625,-1.30910291,-3.30553442,Au,-0.00045059,2.78044596,-1.6920077,Au,-1.38356978,-1.30976649,-3.30569178,Au,-1.38411813,1.30910259,-3.30553911,Au,0.00045915,-2.78044838,-1.69201833,Au,1.38358563,1.3097701,-3.30569233,Au,1.82810821,-1.32408869,2.04278744,Au,0.000325,2.58957321,3.48801005,Au,-1.82866776,-1.32392222,2.04299246,Au,-1.82813426,1.32407893,2.0427926,Au,-0.00031109,-2.58957977,3.48802743,Au,1.8286398,1.32395242,2.04299455
708.xyz,-1554.514285,20,Au20,0.21848836080585893,0.3535801088490177,0.0,0.6948439130778843,57,5.7,9,3,Au,0.40872726,-0.0,2.81114979,Au,0.93264626,0.0,-2.02942138,Au,1.64246206,0.0,0.52559662,Au,-2.64372706,0.0,-0.71975368,Au,-0.54786337,3.80654997,0.15855607,Au,-0.54786337,-3.80654997,0.15855607,Au,-0.81620348,-1.29585674,0.76337052,Au,-0.81620348,1.29585674,0.76337052,Au,1.23312434,2.46269932,1.86918066,Au,-1.00568319,1.92811529,-1.82789772,Au,-1.00568319,-1.92811529,-1.82789772,Au,1.23312434,-2.46269932,1.86918066,Au,-0.00057699,1.30976015,-4.14358757,Au,2.49587,1.30424951,3.82709548,Au,2.49587,-1.30424951,3.82709548,Au,-0.00057699,-1.30976015,-4.14358757,Au,1.36572889,2.27775142,-0.75187214,Au,-2.89445045,2.59816843,-0.18863097,Au,-2.89445045,-2.59816843,-0.18863097,Au,1.36572888,-2.27775142,-0.75187214
340.xyz,-1554.505303,20,Au20,0.2828919693992178,0.3422225052027046,0.15,0.6455173668595562,56,5.6,10,4,Au,-0.00350514,0.00154207,-3.53834139,Au,0.00010112,-0.01747125,1.48210259,Au,2.59152795,0.01351004,-3.48836341,Au,-1.32495529,1.78458559,-2.04403935,Au,-1.32027585,-1.78389603,-2.03046389,Au,-2.59992437,-0.00741416,-3.49337701,Au,1.31716159,-1.77483522,-2.03051143,Au,1.31207088,1.77724408,-2.00681338,Au,-2.77043619,0.00204488,1.70130673,Au,1.31873902,-1.41606411,3.2994834,Au,1.32581507,1.38708997,3.31637799,Au,2.77828631,-0.00384904,1.69565762,Au,-1.29193999,1.45616032,3.24899199,Au,-1.31221185,-1.40558465,3.30731249,Au,2.86711294,-0.00269159,-0.87258688,Au,-1.43192073,1.9964319,0.56365826,Au,-1.45107884,-2.0085533,0.57675846,Au,-2.85516652,0.00198768,-0.87086086,Au,1.44932209,-2.01126393,0.5754581,Au,1.40127781,2.01102672,0.60824996
