filename,n_atoms,energy,energy_per_atom,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,n_bonds,bond_variance,mean_coordination,std_coordination,max_coordination,min_coordination,surface_fraction,surface_threshold,surface_count,radius_of_gyration,asphericity,anisotropy_tensor,triaxial_c_a,triaxial_b_a,gyration_eigenvals,rdf_bin_1,rdf_bin_2,rdf_bin_3,rdf_bin_4,rdf_bin_5,rdf_bin_6,rdf_bin_7,rdf_bin_8,rdf_bin_9,rdf_bin_10,rdf_bin_11,rdf_bin_12,rdf_bin_13,rdf_bin_14,rdf_bin_15,rdf_bin_16,rdf_bin_17,rdf_bin_18,rdf_bin_19,rdf_bin_20,sphericity_index,equiv_radius,surface_area_approx,x_range,y_range,z_range,max_range,anisotropy,volume_estimate,compactness,soap_pc_1,soap_pc_2,soap_pc_3,soap_pc_4,soap_pc_5,soap_pc_6,soap_pc_7,soap_pc_8,soap_pc_9,soap_pc_10,soap_pc_11,soap_pc_12,soap_pc_13,soap_pc_14,soap_pc_15,mahalanobis_score,mahalanobis_outlier,isolation_forest_score,isolation_forest_outlier
789.xyz,20,-1553.543247,-77.67716235,2.7326087791088103,0.2385129102523275,2.612252345321587,3.585904374787668,58,0.05688840835703483,5.8,2.039607805437114,9,3,1.0,9.0,20,3.270916331909107,0.2045012110007656,2.3763690129560553,0.6486987478810463,0.8416388170782917,[5.02492236 3.55943339 2.11453791],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5429114281939516,3.908761367896665,124.43632680383763,8.17226411,8.15768994,4.40458848,8.17226411,1.8553978758987264,293.639804818949,0.06811065690378862,15.09962196664205,-8.050802249957863,-20.917046521411628,11.500820082672824,-1.8078221430738461,2.0108452661381677,2.783060376589828,1.5052559796805223,-1.3035608694283232,0.05128418365231244,0.8580491954643604,-0.6499355374226533,-1.3015943212159313,0.19582235148329313,-0.7940754204073884,45.73634113920772,False,0.41612602799185183,False
947.xyz,20,-1555.845086,-77.7922543,2.8113546907663864,0.32070664341191846,2.577509828387702,3.7690605885307007,73,0.10285275112853944,6.7,2.3685438564654024,16,4,0.95,9.0,19,3.0561821434087912,0.03867689560289541,1.1208021688004959,0.944572981026592,0.9446599764322697,[3.354251   2.99327479 2.99272351],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.830147062424326,3.908761367896665,104.90644967830671,5.43771463,5.59754672,5.333623149999999,5.59754672,1.0494829804389163,162.3440837540293,0.12319512689523346,16.76288761464233,-7.278989611626317,4.616407825467526,8.351558218229398,-5.7919915457775275,1.336504608321405,0.22965646693847724,5.176033904946857,-1.3599202386692073,-0.17183062368235041,1.5455601920278568,0.4556502117663314,-1.0755386260780835,0.9445733381826289,-0.6246986060950513,44.334901948166056,False,0.4779302881720785,False
953.xyz,20,-1553.124264,-77.6562132,2.85625747112974,0.41038073939847847,2.61671042,3.7289490564908867,67,0.1684123512692419,5.5,2.1563858652847827,10,1,0.95,9.0,19,3.1942066424036057,0.1154175471228843,1.3914306020477831,0.8477527840060154,0.8477527845032613,[4.18605213 3.00845197 3.00845197],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6030530659556264,3.908761367896665,119.76785721292707,5.50897838,5.45857408,7.20262168,7.20262168,1.3195060787743307,216.59123644094024,0.09233983944927601,11.353295382734938,-6.0794363213074885,-12.610236461436145,4.274901125657768,-2.1431770829529144,4.939972617634477,-0.6523008458313856,2.8657487305128737,0.4856587707750366,0.2905544268159731,-1.570049257043319,-1.2118505630704373,0.9100965865762862,1.5286668298982937,-0.7670547552410736,36.93523038079282,False,0.4270833944240933,False
984.xyz,20,-1552.800208,-77.64001040000001,2.7644026916042903,0.29942300753705703,2.5929696180901805,3.8108801931141394,58,0.0896541374425365,5.6,2.1540659228538015,9,2,1.0,9.0,20,3.32368591647318,0.19873282030868386,2.5402744889944997,0.6274219043989654,0.8678047321732557,[5.14588217 3.87528695 2.02571895],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.493932698222124,3.908761367896665,128.51598397746022,7.82390642,7.90852793,4.3933338299999996,7.90852793,1.8001199626571516,271.84008960339315,0.07357266556394863,10.828165514544708,-1.2614617928346437,-0.3080139373156873,-5.053647150099837,-2.9226616311840026,2.6651267911652776,0.23347047137120205,-2.3758836738900375,-0.24157716118453998,-0.6770443570139305,-0.3572782015069901,-0.9872483191292396,-0.886814357777115,-0.341775454025,0.5814949271428975,18.23031515742315,False,0.3859159637484912,False
990.xyz,20,-1549.148376,-77.4574188,2.901841275090126,0.4462618781820743,2.5600505500000006,3.810191881590125,59,0.1991496639185925,4.7,2.9000000000000004,10,1,0.9,9.0,18,3.4739469892003627,0.07651366366363736,1.274384596532379,0.8858286925384603,0.9039656668599129,[4.63836285 3.79025642 3.63968841],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2460506916339973,3.908761367896665,154.08219906073685,9.6155076,7.93881052,9.69363588,9.69363588,1.221043864893755,739.9704115233584,0.027028107730086428,1.0383334568379747,4.034240512939098,-5.456690614843372,3.5410339824423422,-1.8457616190942732,2.103430803124946,-1.7034701686343072,1.8356086145721704,1.1834022990926025,-0.18843682866320388,-0.8098978473824519,-0.15365247901104154,-0.5383684084217162,0.827548013748477,-0.03516454918711977,19.92361136740672,False,0.4092609911030776,False
748.xyz,20,-1549.455719,-77.47278595,2.75866417962071,0.31778182154069495,2.5741975100000003,3.6747587641851776,51,0.1009852861017221,4.7,2.2825424421026654,9,1,1.0,9.0,20,3.5604080654339385,0.17392224697496128,1.6632853725110786,0.7753836085943647,0.790288753655396,[5.69531942 3.55704771 3.42413846],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212015297521716,3.908761367896665,158.40908204764503,7.42327954,6.9109033,9.6957076,9.6957076,1.4029580764065965,497.4049937306519,0.04020868357109427,-0.4225966530806203,5.9708962060735855,-0.7811885884001591,3.539005543940474,-0.3497536275664534,1.4220835899982174,2.954709619531017,-0.3799752455027338,1.8276775895426673,0.014555451988071347,0.5947246915470795,-0.7968755358282962,-0.09768574702366516,0.18755289244198892,0.5524473042533357,17.13564548979092,False,0.3860721775814966,False
760.xyz,20,-1553.639651,-77.68198255,2.793318855429912,0.36679448247721175,2.609734442374668,3.722777197681169,56,0.1345381923757256,4.8,1.4696938456699067,6,3,1.0,9.0,20,3.413231109856952,0.011546453584855591,1.0351098967819172,0.982894193669517,0.9829567734233348,[3.97306079 3.8387873  3.83829852],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3044697303555493,3.908761367896665,147.18182127214865,5.4537368,5.45382076,4.90116473,5.45382076,1.1127601418122506,145.77878798230944,0.1371941712195817,8.285743099698438,2.0603497810562788,-5.081305450575835,-3.4266925991258343,-3.928005769555576,2.9399598485017715,4.551466991018443,-0.5475242275556019,3.798154148176365,-3.5302701393330387,1.774561735599561,-0.6733490063351872,-0.2874136243703996,-0.8767759953985362,0.029950587250806297,32.121005096772635,False,0.4266282191234845,False
774.xyz,20,-1555.706711,-77.78533555,2.7393001374657264,0.20888493619808401,2.593340119243912,3.5987911880452197,67,0.043632916570477624,6.5,2.1095023109728985,12,5,0.9,9.0,18,3.116783287271231,0.180901172024736,1.7670958478993044,0.7522634246921178,0.7981620197108923,[4.40966945 2.80923553 2.49543309],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7687480406723894,3.908761367896665,108.54809520248673,5.42484733,5.94165293,7.79170406,7.79170406,1.4362992331435804,251.14656887407702,0.079634772988802,10.512116668288416,-2.962480188171564,-8.647532376867266,2.4547331197182336,1.3124162255556833,5.451658851671932,2.985383549767065,3.182177430134325,-2.5039881696612785,0.06032094155721786,1.6431380928842432,1.1687337338478345,-0.8576029637768747,0.3207959312226359,1.2349682569419091,25.774958407754617,False,0.42526444880334147,False
589.xyz,20,-1548.150403,-77.40752015000001,2.9897595890228983,0.4925737642448441,2.567958102730121,3.818733502873561,61,0.24262891322233526,4.5,2.1095023109728985,10,2,0.9,9.0,18,3.701680593669899,0.26045044826566466,5.748847218384181,0.4170706381545229,0.893625868751483,[6.94668403 5.54739397 1.20836122],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2646724127708426,3.908761367896665,151.8134093614546,9.76645382,4.38300406,8.10946702,9.76645382,2.2282557091676525,347.1371437421681,0.05761411695626157,-3.5605447186198,5.112633281980648,-2.7880465097743423,3.3664950193104133,5.535347027397405,-3.444059537390188,-1.7316398774911703,-2.7505841892143397,0.5759487754869758,4.001105096675602,1.5236782652463787,-2.2129214690524464,-4.317118703246446,-1.2042042081509892,-0.3752323670857173,36.51521519516843,False,0.4352254918809095,False
238.xyz,20,-1551.05167,-77.5525835,2.894378334013313,0.4739539561924021,2.574988875607165,3.7821233276795403,56,0.2246323525904294,4.2,1.4696938456699067,7,2,1.0,9.0,20,4.025335809158965,0.21635006228294495,8.477886783005243,0.3434442057062455,0.9879242806895444,[7.73817019 7.55241066 0.91274753],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1595701044003197,3.908761367896665,165.5736293817351,4.27258126,7.23128237,9.03556394,9.03556394,2.1147787227808044,279.16496593882147,0.07164222749808277,2.310147269782643,-6.526016292882075,0.04368168507066856,-4.973065008877283,0.609181632745278,-8.89059785679709,-3.1809715021556944,2.0398545089319478,1.981456983718846,-0.4489506197672504,0.21178636065490522,1.7501180572457744,1.814510303151345,1.1657245435602201,0.43235241315329714,26.487455998834406,False,0.40969119475615445,False
204.xyz,20,-1551.698414,-77.5849207,2.8538705909076882,0.3926829141184995,2.536421326591582,3.817573852615923,62,0.15419987104059685,5.2,2.1118712081942874,10,2,0.95,9.0,19,3.6961388070275025,0.35543512899174945,9.965926975478508,0.3167678885012162,0.8081779982608431,[7.79098498 5.0886949  0.7817622 ],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.397373518777125,3.908761367896665,137.39650002537414,7.81777704,4.23041048,8.845297850000001,8.845297850000001,2.090884062390088,292.5352809813283,0.06836782193322133,9.676260840133919,-11.670521760910427,-3.3184664664702743,-17.5642028392182,5.979613078208785,-3.9369282718860594,-4.327070811216438,-4.393279130500481,1.8539509487441403,2.046288897481644,-1.1918545126698004,0.9759474008718879,-3.0379636348147474,2.8453385992726936,0.7403538749562204,56.659427841130274,False,0.4785184732371661,False
562.xyz,20,-1551.335925,-77.56679625000001,2.723684265700135,0.16004467059727476,2.55285194,3.026062698130046,53,0.025614296586590184,5.3,2.5317977802344322,10,1,0.9,9.0,18,3.571055438681924,0.23488578775242852,1.9519809514738504,0.7157514102188507,0.7272093362260824,[6.24772311 3.30400477 3.20070906],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223963192735509,3.908761367896665,156.86274869019462,9.6997056,7.78701698,9.00183662,9.6997056,1.2456253305871179,679.9246730372829,0.029415023153026795,-4.758352354801584,0.7236870870065725,2.5221850664835723,0.20715411037083453,5.92626348305464,5.232686073790123,-0.8743634832243502,-2.929905552481465,0.37287349073248516,-0.6734279211055473,1.8177689859254564,3.9451093619995525,-0.5945789036464085,1.2730615630543705,-0.04286467531837964,41.173579251921616,False,0.4428430428840969,False
576.xyz,20,-1553.699996,-77.6849998,2.91679761228948,0.46801081497591157,2.604392353503917,3.8615437572422104,71,0.21903412293441693,5.9,1.8681541692269408,10,3,0.9,9.0,18,3.1539593395510965,0.08597599689244612,1.3408661342465267,0.8635893720363366,0.9022445411673469,[3.88598167 3.16336477 2.89811307],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.691586036005806,3.908761367896665,113.49953630585506,7.9154148,4.8255902200000005,7.07293244,7.9154148,1.6402998263702546,270.1616051860303,0.07402976446445055,8.842523373361908,0.798506377030411,1.7767753700863766,6.240314315825934,-1.383918100850067,2.3444314790436023,0.9907105563873722,1.03006901470424,-1.1314962235247865,-0.7296066224348497,0.5192261396446319,-1.8215915625269237,2.3746719520840442,1.688458179549247,0.35488901509192633,18.621845961726578,False,0.4203340134578181,False
210.xyz,20,-1553.214181,-77.66070905000001,2.799545439762802,0.3865474172202042,2.5921009853116628,3.8090101,56,0.14941890575961062,4.8,1.886796226411321,9,2,1.0,9.0,20,3.8482644110226976,0.32733297421797813,11.481205354674538,0.2951251749680675,0.8520304611926028,[8.16805933 5.92965092 0.71142873],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3221381302218926,3.908761367896665,145.21495622843605,3.8090101,7.29050594,9.14220448,9.14220448,2.4001523335419876,253.87545989399703,0.0787787839264299,-2.2577879229234386,1.4222524215637005,0.0238355165211456,3.0491773416093197,7.066980548063246,-1.1844932029058184,3.673651113925598,1.9651538611360022,-1.1143827534389026,-2.328949292418836,-3.60836105443329,0.13370816944703598,1.0958328619259825,0.32378554759294187,-0.3830226043669779,20.588353555757497,False,0.41575541547429506,False
358.xyz,20,-1550.262028,-77.51310140000001,2.8376427239812103,0.4137301189135412,2.561351837044538,3.7108511916735933,47,0.17117261129621295,3.9,2.118962010041709,8,1,1.0,9.0,20,3.979151380196634,0.31225220675034715,3.1193122043389905,0.5662009292529062,0.7253506454217847,[8.57394244 4.51103885 2.74866441],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9947264719642093,3.908761367896665,193.0120853514658,9.70665034,9.51937744,7.95109818,9.70665034,1.2207936715478969,734.6915559280691,0.027222308243986273,-8.660108284484409,2.8362247480373446,-1.13073193442775,0.6094129274827796,-3.1274597468808976,-1.4246584576325392,-1.968377997092711,2.7769675719813054,4.175884320982121,0.14057734593172633,2.0862696302111035,0.5104788240744755,0.02000473375040975,0.43099265904898804,0.32880610109547126,16.40017765307429,False,0.3907909979224176,False
370.xyz,20,-1554.932966,-77.7466483,2.7575109278562717,0.2750990331586737,2.567436204832869,3.812801604119345,66,0.07567947804483703,6.3,2.1470910553583886,11,3,0.9,9.0,18,3.249579284547259,0.18188010875791905,2.234318482890128,0.6690020690523948,0.8673156473616834,[4.80032938 3.61098264 2.14845351],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5791553024409664,3.908761367896665,121.58033501286725,5.82472365,7.1918872,7.70922665,7.70922665,1.3235351775015112,322.9453283960698,0.061929987031278874,16.78731357140077,-8.789652740222778,6.676398617930019,12.988845248634886,-0.832835462931746,-2.81457624339741,2.637714284720134,1.8610717032073856,-1.3445473192597623,1.0749571964483802,2.4771244859047297,0.7052558616915668,-1.0630363946208077,-0.9500167211060715,-0.8723228777919065,28.26964866178923,False,0.41271423123589474,False
416.xyz,20,-1552.851497,-77.64257485,2.7721838468576494,0.3736038398524125,2.59972662,3.79925796,51,0.1395798291524671,4.4,1.5620499351813308,7,3,1.0,9.0,20,4.099850345234828,0.5081879839702005,31.30752193559348,0.17872102775169657,0.6751863195979402,[11.29760188  5.15031195  0.36085903],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2915632091197449,3.908761367896665,148.65260124509945,7.83840442,3.79925796,11.6521156,11.6521156,3.066945104196084,347.00140532406516,0.0576366541822665,-8.802339249111933,-0.5974052084439873,1.0397255366740124,-1.5445325741612153,4.728563375067342,-2.2803932734394112,3.774602803280426,2.195189568522195,-0.17926860414173712,-3.348904452405405,-2.7006534596332017,-0.6625922535139975,-0.15954626282055145,0.5542600077446306,0.39669569855368747,20.80990994599896,False,0.4267071447437095,False
402.xyz,20,-1549.05345,-77.4526725,2.8044522519199977,0.3978761457761567,2.56994552,3.76844386,43,0.15830542737768952,3.7,1.6155494421403511,6,1,1.0,9.0,20,4.02149252074755,0.24510924385318053,4.763419646509968,0.45818469511212645,0.8962111396793478,[8.03347086 6.45243887 1.68649236],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0816582031116402,3.908761367896665,177.49990723114064,7.6272947,8.95278226,7.78564726,8.95278226,1.173782135361834,531.646883567346,0.037618954644150236,-7.857402734589236,6.974374081261496,-0.5598193477102771,0.9646161772545272,-4.376174285259896,-0.33100490459332005,0.9291336055102539,-0.1352253269814981,0.8707930238931195,-0.2136609651695396,0.28647153559223715,-0.09312867817326365,-0.633434520091383,-0.87886518171042,0.2745114028866071,15.650874668881599,False,0.38692315089911883,False
364.xyz,20,-1550.262022,-77.5131011,2.8376502126037133,0.413719754529509,2.5613788041640553,3.7107573699513154,47,0.17116403528795718,3.9,2.118962010041709,8,1,1.0,9.0,20,3.979129655493401,0.31222930230489243,3.1199448529683576,0.5661435204813684,0.7254313487722668,[8.57360705 4.51186621 2.74799955],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9947238555028823,3.908761367896665,193.01259303875423,9.51842946,9.7067566,7.95221876,9.7067566,1.220635006776398,734.7299680264955,0.027220885046309366,-9.74176093320527,3.718307150733656,-0.8814911401364572,1.089917618867665,-2.6204942407098866,-1.1514731771898374,-1.6811493434611884,2.937699211343317,4.14249945655484,0.06474180214836853,2.0939513310546225,0.4852264420548798,0.017893085661414006,0.32077465006310524,-0.2032033196423553,16.674415460814792,False,0.3912528106100592,False
833.xyz,20,-1554.654768,-77.7327384,2.7396702644003494,0.27030907481099026,2.5825128256612966,3.7376166185707356,60,0.07306699592517352,5.6,2.009975124224178,10,2,0.95,9.0,19,3.374787371665376,0.07392736544639898,1.3412646718799655,0.8634610608826463,0.9316684702473431,[4.3577118  3.78252059 3.24895741],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5104182052769057,3.908761367896665,127.11329222420224,7.80469026,7.233330029999999,8.62387311,8.62387311,1.1922410665948835,486.8512738945102,0.04108030742037814,19.034966169610687,-12.643358478114447,-15.296762255097939,-10.807850188215067,-5.028717458829463,2.8869177636601284,-1.3892322894849696,1.341341765968004,0.36351495586570715,2.1476596728877624,-1.4432899455824966,-0.27992959850675303,1.4163248936774633,1.5340563712495128,0.09903015123726891,45.19074466989455,False,0.4427176036050959,False
73.xyz,20,-1552.645581,-77.63227905,2.9701684524804763,0.4959778407888422,2.62612568,3.811705094323415,75,0.2459940185535621,5.3,1.552417469626002,9,4,1.0,9.0,20,3.4278192342350855,0.4632180862436447,3.7117993411655124,0.5190482783194598,0.5365338884434376,[7.54517283 2.17201844 2.03275343],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6510940245163381,3.908761367896665,116.28303891679342,3.81170498,3.71265651,10.0941785,10.0941785,2.71885601935203,142.84828495684317,0.1400086812707779,2.6404968867378544,2.261686435686676,-0.1553778322856986,-1.858328502867209,10.584762021958866,-7.07544380596896,0.9351701171727113,1.409190488050083,-2.9095308474883477,-2.5081061579170103,2.271856610282475,-3.7555655840649,4.712733665177299,0.6744432653514569,-1.7011269706637517,48.85087829309598,False,0.5035380629941776,False
199.xyz,20,-1551.716509,-77.58582545,2.9137213481151534,0.47092651863270346,2.597940156067314,3.8082732171985003,64,0.22177178595151797,5.0,2.04939015319192,10,3,0.9,9.0,18,3.512929437412798,0.3827078525704065,3.488111472559539,0.5354326152537249,0.6423615753645997,[7.26213945 2.99656493 2.08196885],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4304541569883997,3.908761367896665,134.21907285189243,5.31544772,6.61639096,7.5736050200000005,7.5736050200000005,1.4248291807110467,266.3567226768693,0.075087273181057,3.5456389939116733,2.1950455003306177,1.1785080963562518,-0.6596102144264607,4.162793148525458,-2.306682627331068,-0.5275877621969662,-0.9284329030885494,-0.35731353746736405,-0.5492465797670448,0.6674009022869676,-0.78733061681268,2.7950782540634633,0.43049913714277466,-0.19126973421114343,26.515771625816456,False,0.41964891415681566,False
827.xyz,20,-1550.525383,-77.52626914999999,2.8613688349510826,0.46151644902595085,2.575825025964515,3.6857032671431873,49,0.21299743272152308,3.7,1.7916472867168918,8,1,1.0,9.0,20,3.937507048221938,0.0867908877430614,1.7973412931155957,0.7459070705865858,0.9999497770332785,[6.06505565 6.06444646 3.37445964],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9859218431848654,3.908761367896665,194.7357511503257,9.34440832,9.35240115,10.38938946,10.38938946,1.1118295673963015,907.9563299647546,0.022027491124552316,-3.9243403659176046,-11.467175662964083,15.634644434790788,8.693690592336582,-10.689314817382487,1.7188795946460698,-5.200240028858586,-1.3735533511834943,4.595296987783394,2.04354176306328,-0.6763493994181726,1.1051971700863252,0.016070645438976953,-0.5882418611987832,1.335578742711235,54.05577889061067,False,0.4554759132509204,False
67.xyz,20,-1542.676778,-77.1338389,2.9715534655462696,0.4937061004116217,2.54040358,3.56332016295387,39,0.2437457135836503,3.9,2.6248809496813377,10,1,0.9,9.0,18,4.906250396000616,0.19862329022700764,6.799027159522964,0.38350992878597745,1.0,[11.21117725 11.21117725  1.64893844],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6381398216619443,3.908761367896665,300.86545956040914,11.12060934,11.12060934,7.70208476,11.12060934,1.4438440612538779,952.5010491150985,0.02099735220068326,-8.214866330615115,10.09001881203818,-1.3520142276872493,0.9898172305505307,-5.289270176011429,-1.834158429859696,0.392201137148813,-4.1453748041422145,-0.36857186276965676,0.9236958350897281,-0.8933779143666021,2.123365522290638,-0.6283467106180032,-0.14115940232218374,0.187857911528439,85.53423911537521,False,0.4886367432174567,False
9.xyz,20,-1554.810396,-77.7405198,2.8213428957428945,0.3573867078394298,2.608727891721133,3.8123004587619427,69,0.12772525894030595,6.3,2.238302928559939,11,3,0.9,9.0,18,3.151279322048678,0.06104423481544869,1.214011893631966,0.9075875489491128,0.9218843855639292,[3.7143228  3.15669457 3.059544  ],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6783395052788581,3.908761367896665,114.39534736818243,6.90106762,6.61688085,5.47891994,6.90106762,1.2595671584133423,250.18689177737906,0.07994023930317248,11.50194095969802,-1.7233122627405464,-5.018862275920153,-1.2614001782193929,-2.1032394471504987,3.3940209977273117,1.0348224972024158,2.947453165551118,-1.0973309469327663,-0.17190647346617646,1.3228430772996815,-0.05204139870938881,0.35159880945374566,0.497505219733297,0.19165157878706,12.887422364904278,False,0.41187935658303026,False
628.xyz,20,-1544.889726,-77.2444863,3.1847994386405416,0.5644622971410094,2.6018932022390584,3.8450044251313997,78,0.3186176848937052,4.2,3.2496153618543846,9,1,1.0,9.0,20,3.428867365561984,3.092091334681716e-10,1.0000000014707584,0.9999999992646208,0.9999999998077517,[3.91904381 3.9190438  3.9190438 ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2306054720326498,3.908761367896665,156.0160710085194,9.34277206,9.34277206,9.34277206,9.34277206,1.0,815.5061862878617,0.024524645350384927,-1.2117807932078386,11.813145351486757,-1.393319743288083,2.084905311481032,-0.9399020878420324,1.864409156630015,-0.7444981962762494,-1.2834896389136423,-3.034673727369966,-0.21754425334747077,-2.9021626929573965,-2.03939275826795,0.1715841325496955,3.4679149981076143,-1.0816653423675309,40.17436613606888,False,0.4566511013747871,False
614.xyz,20,-1550.667636,-77.5333818,2.7851844414780715,0.24915932617103334,2.548666,3.35918818,65,0.06208036981800338,6.5,2.0615528128088303,10,4,0.8,9.0,16,3.35466899602632,0.24354707157897026,4.628483249238581,0.46481555349492365,0.8951556566318473,[5.57848871 4.47006336 1.205252  ],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5434656696979026,3.908761367896665,124.39164309089998,4.52824872,8.3825119,7.65848674,8.3825119,1.8511597790502994,290.70159619418564,0.06879907183568479,2.721781659284627,5.074338752697128,6.7857341122678205,2.6370630223613523,9.342314509372006,-2.2561965148481806,2.6442366737446066,-0.007527998578879327,-0.41991144970804467,3.208720556949844,2.1507529919784987,-1.9195551653675993,-2.546340625323509,0.928049669473029,-1.2693062667535762,44.071686259020524,False,0.48262941235872564,False
172.xyz,20,-1551.778221,-77.58891105000001,2.6567561736139123,0.06759762661485266,2.5784814467899584,2.906157428419626,50,0.004569439123961037,5.0,2.1908902300206643,8,1,1.0,9.0,20,3.839845494907602,0.4666618135892005,7.269415870386742,0.37089437137708703,0.6435598601261127,[9.50190761 3.93539836 1.30710745],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2354816602559133,3.908761367896665,155.40030814245304,4.34304858,7.90896764,10.263829439999999,10.263829439999999,2.3632776034939034,352.55259231004334,0.05672912477649355,9.16675914597084,-4.483307763399189,4.726261436019688,4.404384111731173,1.304595310574082,-4.2696865823256465,3.655780769205426,-1.4817072484879819,0.15430336821848056,1.2425268243513128,0.8409420799027469,0.6855435979311056,-1.0705407831238507,-1.3048586623779213,0.8971557249313449,33.79103937678566,False,0.4453228504719842,False
166.xyz,20,-1551.938352,-77.5969176,2.855843329818811,0.4095233260231283,2.577039356666626,3.8163623463653553,58,0.16770935455704544,5.1,1.9974984355438181,9,2,1.0,9.0,20,3.8621269095939645,0.37307280823015826,12.703910449153307,0.28056357587895925,0.7995960550371506,[8.68185013 5.55077432 0.68339982],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2951115614775528,3.908761367896665,148.24532219377156,3.8069133,12.40465136,8.20616843,12.40465136,3.2584538660231637,387.52343883898453,0.05160978148677576,-0.20435916517637773,2.127877641882637,2.831285154474638,-4.32301420336702,7.13839977102002,-6.09067985729267,1.935856989552311,-0.6791345057911573,-0.21210000290442962,-3.141792968542027,-0.5602769026322778,1.3303340122418388,-1.112604718318451,1.044748684667955,-0.7523889861264721,27.42986438861303,False,0.4267393184013049,False
98.xyz,20,-1553.335317,-77.66676585,2.7482086896458666,0.2977967671086791,2.5966162229580583,3.8117747103045017,56,0.08868291450038084,5.2,1.886796226411321,7,2,1.0,9.0,20,3.50561378525186,0.28314654266356243,5.56438561637287,0.42392730512296106,0.8576922432363074,[6.41622983 4.72000954 1.15308864],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3738551986757808,3.908761367896665,139.74851999917902,8.05791262,9.07547121,3.77386492,9.07547121,2.4048214237620353,275.9803036659007,0.072468939752625,5.79549727274961,-1.7199025473851088,6.504402877843977,-4.1094479738208305,4.331006291180623,0.7601545680932703,0.4926011231946662,-3.9283428523055193,-0.8514411393045036,-1.8410783984312127,-2.6023587800700962,-0.46138951320813737,-0.21780017682821193,-1.080862345439081,0.5689531615690565,20.09537289787537,False,0.40197571355925726,False
600.xyz,20,-1551.742881,-77.58714404999999,2.8346321718767427,0.4418676986909055,2.5834172,3.7169626143906553,48,0.1952470631463968,3.8,1.2489995996796797,5,2,1.0,9.0,20,4.582538967965385,0.495165185651275,1393208927.9353843,0.0,0.7122411494818033,[13.93208928  7.06757411  0.        ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4008882338500715,3.908761367896665,478.92208974115835,12.3468877,0.0,7.16345626,12.3468877,1.0,0.0,2000000000.0,-16.803540138353885,-4.864572184356817,0.7363033195308866,-0.9209382318883067,-4.238092723327623,-2.9121102487715715,3.4002741676579356,2.7093221660450215,-2.8599612500623937,-1.248842828210023,1.623418093066623,-0.7751113467533168,-0.037957048973502445,0.1119723396441932,-0.28840032978913877,46.97264796120812,False,0.4898263629747804,False
